id,Q1,RQ1,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q2B,Q2A2_14,MQ2A2_1461,RQ2A2_14,Q3,Q3B1,Q3B2,Q3B3,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,총액1인MIS,C총액1인TOT,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_ENT,D_PLA,D_Q1,D_TYP
14444,8,4.00,29,30,30.00,11.00,1,16.00,16.00,11.00,6,,,,1,2,,,,,,,,,,,,,,,17,1,,,,,,,,,,,,,,,,,1,,,,,,,,9270.00,5.00,309.00,4.00,5,4,4,7.00,3.00,2.00,1.00,2.00,6.00,1.00,1.00,4.00,
14445,5,4.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,3036.03,4.00,,,4,4,4,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
14447,10,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,6,,,,1,2,3,,,,,,,,,,,,,,17,,,,,,,,,,10,,,,,,,,,,,,,6,,,5204.63,5.00,86.74,2.00,5,5,5,7.00,3.00,2.00,1.00,3.00,6.00,1.00,1.00,4.00,
14449,7,4.00,329,330,,14.00,1,316.00,,14.00,4,,,,,2,3,4,5,6,,,9,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14454,30,4.00,29,30,30.00,11.00,1,16.00,16.00,11.00,3,,,,1,2,3,,,,,,,,,,,14,,,,1,,,,5,,,,,,,,13,,,,,1,,,,5,6,,,5204.63,5.00,173.49,3.00,4,4,4,7.00,3.00,2.00,1.00,4.00,3.00,1.00,1.00,4.00,
14455,10,4.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,,,,6,,,9,,,12,,,15,,,1,,,,,,,,,,11,,,,,,,1,,,,,6,,,,6.00,,,4,4,4,7.00,3.00,2.00,2.00,3.00,4.00,1.00,1.00,4.00,
14457,3,3.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,3,4,5,,,,,10,,,,,15,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,6.00,,,5,5,5,7.00,3.00,2.00,1.00,3.00,4.00,1.00,1.00,3.00,
14458,1,1.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,3,,,,,,,,11,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,6180.00,5.00,,,5,5,5,7.00,3.00,2.00,2.00,1.00,4.00,1.00,1.00,1.00,
14459,1,1.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,3,,5,,,,,,11,12,,,15,,,1,,,,,,,,9,,11,,13,,,,,1,,,,,6,,,9270.00,5.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
14468,1,1.00,180,181,,14.00,1,167.00,,14.00,4,,,,,2,3,4,5,6,,8,,,11,12,,,15,,,1,,,4,,,,,,,,,,,,,17,1,,,4,,,,8,7000.00,5.00,,,5,5,5,7.00,3.00,97.00,1.00,2.00,4.00,1.00,2.00,1.00,1.00
14469,1,1.00,180,181,,14.00,1,167.00,,14.00,4,,,,,2,3,4,5,6,,8,,,11,12,,,15,,,1,,3,4,,,,,,,,,13,,,,17,1,,3,4,,6,,8,7000.00,5.00,,,5,5,5,7.00,3.00,97.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
14474,5,4.00,73,74,,13.00,1,60.00,60.00,12.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,7177.60,5.00,,,1,5,3,7.00,3.00,1.00,1.00,4.00,3.00,1.00,2.00,4.00,
14475,1,1.00,90,91,,14.00,1,77.00,,13.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,,6.00,,,4,2,3,7.00,3.00,1.00,1.00,3.00,3.00,1.00,2.00,1.00,
14476,5,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14477,4,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,,2,,,,,7,,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,5,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14478,5,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,3,,,,,,,10,,,13,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,5,5,4,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
14481,1,1.00,180,181,,14.00,1,167.00,,14.00,4,,,,,2,3,4,5,6,7,8,9,,11,12,13,,15,,,1,,,4,,,,,9,,,12,13,,,,17,1,,,4,,6,,8,10000.00,5.00,,,5,5,5,7.00,3.00,97.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
14483,20,4.00,89,90,,13.00,1,76.00,,13.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,6280.40,5.00,,,3,5,4,7.00,3.00,1.00,1.00,4.00,3.00,1.00,2.00,4.00,1.00
14488,1,1.00,180,181,,14.00,1,167.00,,14.00,4,,,,,2,3,4,5,6,,8,9,,11,12,13,,15,,,1,,,4,,,,,9,,,,13,,,,17,1,,,4,,6,,8,10000.00,5.00,,,5,5,5,7.00,3.00,97.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
14490,10,4.00,89,90,,13.00,1,76.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,8972.00,5.00,,,4,4,4,7.00,3.00,1.00,1.00,4.00,3.00,1.00,2.00,4.00,1.00
14495,6,4.00,179,180,,14.00,1,166.00,,14.00,3,,,,1,2,3,4,,6,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,3036.03,4.00,,,4,4,4,7.00,3.00,2.00,1.00,3.00,3.00,1.00,1.00,4.00,1.00
14496,10,4.00,29,30,30.00,11.00,1,16.00,16.00,11.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1854.00,2.00,61.80,2.00,3,4,4,7.00,3.00,2.00,2.00,2.00,3.00,1.00,1.00,4.00,1.00
14500,30,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,3,,,,,,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,7177.60,5.00,119.63,3.00,3,5,5,7.00,3.00,1.00,1.00,5.00,3.00,1.00,2.00,4.00,
14505,1,1.00,329,330,,14.00,1,316.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,,6.00,,,4,4,4,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,1.00,
14507,1,1.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,3,,5,6,,,9,,,12,13,,,,,1,2,3,4,,,,,,,,,,,,,,1,2,3,4,,,,,,6.00,,,3,3,3,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
14516,1,1.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,5407.50,5.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
14525,2,2.00,79,80,,13.00,2,80.00,,13.00,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,7725.00,5.00,,,5,2,3,7.00,3.00,2.00,1.00,2.00,3.00,2.00,1.00,2.00,
14532,3,3.00,269,270,,14.00,1,256.00,,14.00,4,,,,1,2,3,,,,7,,,,,12,,,15,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,6.00,,,5,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,3.00,1.00
14533,50,4.00,269,270,,14.00,1,256.00,,14.00,1,1,2,6,1,2,,,,,7,8,,,11,12,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,7177.60,5.00,,,4,5,5,7.00,3.00,1.00,2.00,3.00,1.00,1.00,2.00,4.00,
14538,1,1.00,269,270,,14.00,1,256.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
14544,1,1.00,364,365,,14.00,1,351.00,,14.00,2,13,,,1,2,3,4,,6,,,,,,,,,,,,1,2,,,,,,,,,,,13,,,,,1,2,,,,6,,,2168.60,3.00,,,5,5,5,7.00,3.00,19.00,2.00,2.00,2.00,1.00,1.00,1.00,
14558,1,1.00,9,10,10.00,3.00,2,10.00,10.00,3.00,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,3090.00,4.00,309.00,4.00,5,5,5,7.00,3.00,2.00,1.00,3.00,3.00,2.00,1.00,1.00,
14560,1,1.00,30,31,31.00,12.00,1,17.00,17.00,11.00,3,,,,,2,,,,,,,,,,,,14,,,17,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,6000.00,5.00,193.55,3.00,5,5,5,7.00,3.00,97.00,1.00,2.00,3.00,1.00,2.00,1.00,
14569,5,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,,6.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
14574,10,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,2,1,13,3,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2691.60,3.00,44.86,1.00,5,5,5,7.00,3.00,1.00,2.00,3.00,2.00,1.00,2.00,4.00,1.00
14576,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,,2,3,,,,,,,,11,,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,4163.70,4.00,,,5,5,5,7.00,3.00,19.00,2.00,1.00,4.00,1.00,1.00,1.00,
14577,1,1.00,120,121,,14.00,1,107.00,,14.00,4,,,,1,2,3,4,,,7,8,,,11,,,,15,,,1,,,,5,,,,,,,,13,,,,,1,,,,5,6,,,8674.38,5.00,,,4,4,4,7.00,3.00,19.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
14579,5,4.00,329,330,,14.00,1,316.00,,14.00,4,,,,,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14585,7,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,4,5,6,,,9,,11,12,13,,15,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,6.00,,,3,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14587,1,1.00,364,365,,14.00,1,351.00,,14.00,4,,,,,2,3,,5,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3870.00,4.00,,,5,4,5,7.00,3.00,19.00,1.00,2.00,4.00,1.00,1.00,1.00,
14588,10,4.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,,,,,,,,,,,12,,,15,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,3862.50,4.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
14591,4,4.00,330,331,,14.00,1,317.00,,14.00,4,,,,,2,3,,,,,,,,11,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,5,7.00,3.00,11.00,2.00,2.00,4.00,1.00,2.00,4.00,1.00
14592,7,4.00,329,330,,14.00,1,316.00,,14.00,4,,,,1,2,3,4,5,,,,,10,11,12,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,,6.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14595,5,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,2,3,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,1.00
14601,10,4.00,149,150,,14.00,1,136.00,,14.00,2,2,1,3,1,2,3,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,2,3,,,,,,1545.00,2.00,,,5,5,5,7.00,3.00,2.00,2.00,4.00,2.00,1.00,2.00,4.00,
14613,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,1,2,3,4,5,6,,,,,,,,,15,,,1,2,3,,,,,,,,11,,13,14,,,17,1,2,3,,,6,7,8,3559.50,4.00,,,5,5,5,7.00,3.00,12.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
14616,6,4.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,15,,,,,,,,,7,,7725.00,5.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,2.00,4.00,1.00
14619,4,4.00,269,270,,14.00,1,256.00,,14.00,4,,,,1,2,3,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,6766.02,5.00,,,4,4,4,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
14620,2,2.00,150,151,,14.00,1,137.00,,14.00,4,,,,,2,3,4,5,6,,,,,11,,,,15,,,1,2,3,,5,,,,,,11,,13,,,,17,1,2,3,,5,6,,8,3559.50,4.00,,,5,4,5,7.00,3.00,12.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
14621,15,4.00,89,90,,13.00,1,76.00,,13.00,2,2,1,13,1,2,3,,,,,,,,,12,,,,,,,2,3,,,,,,,,,,,,,,17,,2,3,,,,,8,4635.00,4.00,,,5,5,5,7.00,3.00,2.00,2.00,4.00,2.00,1.00,2.00,4.00,
14623,3,3.00,90,91,,14.00,1,77.00,,13.00,4,,,,,2,,4,5,6,,,9,,,,13,,15,,,1,2,3,4,,,,,,,11,,13,,,,17,1,2,3,4,,6,,8,5000.00,4.00,,,5,5,5,7.00,3.00,97.00,2.00,2.00,4.00,1.00,2.00,3.00,1.00
14625,7,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,3,,,,,2,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2168.60,3.00,36.14,1.00,4,4,4,7.00,3.00,2.00,1.00,3.00,3.00,1.00,1.00,4.00,
14638,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,,2,3,4,5,6,,,,,11,,,,15,,,1,2,3,4,,,,,,,,,13,,,,17,1,2,3,4,,6,,8,,6.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
14639,6,4.00,10,11,11.00,11.00,2,11.00,11.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2373.00,3.00,215.73,3.00,4,4,4,7.00,3.00,97.00,1.00,5.00,3.00,2.00,1.00,4.00,1.00
14640,2,2.00,329,330,,14.00,1,316.00,,14.00,4,,,,1,2,3,,5,6,,,,,,12,,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,9975.54,5.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
14642,2,2.00,329,330,,14.00,1,316.00,,14.00,4,,,,1,2,3,,5,,,,,,,12,,,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,8240.66,5.00,,,4,4,3,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
14648,10,4.00,14,15,15.00,11.00,2,15.00,15.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,8305.50,5.00,553.70,5.00,5,5,5,7.00,3.00,97.00,1.00,2.00,3.00,2.00,1.00,4.00,1.00
14655,5,4.00,239,240,,14.00,1,226.00,,14.00,2,2,1,3,1,2,3,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,16,,1,,,,,,7,,6180.00,5.00,,,5,5,5,7.00,3.00,2.00,2.00,3.00,2.00,1.00,2.00,4.00,1.00
14656,10,4.00,45,46,46.00,12.00,1,32.00,32.00,12.00,3,,,,1,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4934.60,4.00,107.27,3.00,4,4,4,7.00,3.00,1.00,1.00,3.00,3.00,1.00,1.00,4.00,
14663,1,1.00,30,31,31.00,12.00,2,31.00,31.00,12.00,3,,,,,2,,,,,,,,,11,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,5293.48,5.00,170.76,3.00,3,2,3,7.00,3.00,1.00,2.00,2.00,3.00,2.00,1.00,1.00,
14665,1,1.00,180,181,,14.00,1,167.00,,14.00,4,,,,1,2,3,4,5,6,7,,,,11,12,,,15,,,,,,,,6,,,,,11,,13,14,,,,,,,,5,6,7,,9270.00,5.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,1.00,
14666,20,4.00,15,16,16.00,11.00,2,16.00,16.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3090.00,4.00,193.13,3.00,4,5,5,7.00,3.00,2.00,2.00,3.00,3.00,2.00,2.00,4.00,
14667,1,1.00,35,36,36.00,12.00,2,36.00,36.00,12.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,,6.00,,,4,3,4,7.00,3.00,12.00,1.00,3.00,3.00,2.00,1.00,1.00,
14672,1,1.00,25,26,26.00,11.00,2,26.00,26.00,11.00,3,,,,,,3,,,,,,,,,,,14,,,,,,,,,,,,,,,12,,,,,,,,,,,6,,,5516.00,5.00,212.15,3.00,5,5,4,7.00,3.00,11.00,1.00,2.00,3.00,2.00,2.00,1.00,1.00
14676,1,1.00,229,230,,14.00,1,216.00,,14.00,2,2,1,13,1,2,3,,,,,,,,,,,,,,,,2,3,,,,7,,,,,,,,,,,,2,3,,5,,,,7725.00,5.00,,,5,5,5,7.00,3.00,2.00,2.00,3.00,2.00,1.00,2.00,1.00,
14680,1,1.00,299,300,,14.00,1,286.00,,14.00,4,,,,1,2,3,4,,6,,,,,11,12,,,15,,,,,3,,,,,,,,,,13,,,,,,,3,,,6,,,,6.00,,,5,5,5,7.00,3.00,2.00,2.00,2.00,4.00,1.00,2.00,1.00,
14685,2,2.00,7,8,8.00,3.00,2,8.00,8.00,3.00,3,,,,,2,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,3559.50,4.00,444.94,4.00,5,3,5,7.00,3.00,97.00,1.00,3.00,3.00,2.00,1.00,2.00,
14691,2,2.00,329,330,,14.00,1,316.00,,14.00,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,9270.00,5.00,,,5,5,4,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,2.00,1.00
14692,2,2.00,89,90,,13.00,1,76.00,,13.00,2,13,1,2,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4635.00,4.00,,,5,5,5,7.00,3.00,2.00,2.00,3.00,2.00,1.00,2.00,2.00,
14694,20,4.00,44,45,45.00,12.00,1,31.00,31.00,12.00,2,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1734.88,2.00,38.55,1.00,4,4,2,7.00,3.00,2.00,1.00,3.00,2.00,1.00,1.00,4.00,1.00
14697,10,4.00,239,240,,14.00,1,226.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14700,2,2.00,249,250,,14.00,1,236.00,,14.00,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,4635.00,4.00,,,4,2,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
14702,7,4.00,90,91,,14.00,1,77.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,7.00,3.00,1.00,1.00,2.00,3.00,1.00,1.00,4.00,1.00
14703,2,2.00,299,300,,14.00,1,286.00,,14.00,4,,,,,2,3,,,,,,,,,12,,,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,8497.50,5.00,,,4,2,3,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,1.00
14707,10,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,1236.00,2.00,,,3,3,3,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14708,1,1.00,15,16,16.00,11.00,2,16.00,16.00,11.00,3,,,,,,3,,,,,,,,,,,14,,,,1,,3,,,,,,,,11,,,,,,,1,,3,,,6,,,2966.25,3.00,185.39,3.00,5,4,5,7.00,3.00,12.00,1.00,2.00,3.00,2.00,1.00,1.00,
14713,2,2.00,329,330,,14.00,1,316.00,,14.00,4,,,,,,3,,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2168.60,3.00,,,5,5,5,7.00,3.00,2.00,1.00,2.00,4.00,1.00,1.00,2.00,
14714,3,3.00,15,16,16.00,11.00,2,16.00,16.00,11.00,3,,,,,2,,,,,,,,,11,,,14,,,,1,,,,,,,,,,11,,,,,,,1,,,,,6,,,4152.75,4.00,259.55,3.00,5,5,5,7.00,3.00,12.00,1.00,3.00,3.00,2.00,1.00,3.00,
14715,5,4.00,129,130,,14.00,1,116.00,,14.00,4,,,,,2,3,,,,,,9,,,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,6952.50,5.00,,,5,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14718,9,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,6952.50,5.00,,,4,4,4,7.00,3.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
14720,2,2.00,20,21,21.00,11.00,2,21.00,21.00,11.00,3,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2168.60,3.00,103.27,3.00,5,4,4,7.00,3.00,2.00,1.00,4.00,3.00,2.00,1.00,2.00,1.00
14722,8,4.00,89,90,,13.00,1,76.00,,13.00,3,,,,,2,,,,,,,,,,12,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4635.00,4.00,,,5,5,5,7.00,3.00,2.00,1.00,2.00,3.00,1.00,1.00,4.00,
14723,1,1.00,89,90,,13.00,1,76.00,,13.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4635.00,4.00,,,4,5,5,7.00,3.00,2.00,2.00,2.00,3.00,1.00,1.00,1.00,
14725,10,4.00,35,36,36.00,12.00,2,36.00,36.00,12.00,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,5932.50,5.00,164.79,3.00,4,4,4,7.00,3.00,12.00,1.00,3.00,3.00,2.00,1.00,4.00,
14732,25,4.00,359,360,,14.00,1,346.00,,14.00,4,,,,,2,3,4,,6,,8,9,,,12,,,15,,,1,2,3,4,,,,,,,,,,,,,17,1,2,3,4,,,,8,10000.00,5.00,,,5,5,5,7.00,3.00,9.00,1.00,4.00,4.00,1.00,1.00,4.00,
14734,12,4.00,359,360,,14.00,1,346.00,,14.00,2,2,1,5,1,2,,4,,6,,,,,,,,,,,,1,2,3,,,,,,,,,,,,,,17,1,2,3,,,,,8,,6.00,,,5,5,5,7.00,3.00,9.00,2.00,6.00,2.00,1.00,1.00,4.00,
14743,1,1.00,42,43,43.00,12.00,1,29.00,29.00,11.00,4,,,,,2,,4,5,6,7,8,,,11,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4000.00,4.00,93.02,2.00,5,5,5,7.00,3.00,9.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
14761,3,3.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,3,4,5,6,,,,,,,,,15,,,1,2,3,4,5,,,8,,,,,13,14,,,17,1,2,3,4,5,6,7,8,8674.38,5.00,,,5,5,5,7.00,3.00,18.00,1.00,2.00,4.00,1.00,2.00,3.00,1.00
14764,1,1.00,90,91,,14.00,1,77.00,,13.00,3,,,,,2,3,4,5,6,,,,,11,12,13,14,,,,1,,3,4,,,,,,,,,,,,,,1,,3,4,,,,,5000.00,4.00,,,5,5,5,7.00,3.00,97.00,2.00,2.00,3.00,1.00,1.00,1.00,
14770,2,2.00,150,151,,14.00,1,137.00,,14.00,2,13,,,,,,,,,,,,,,,,,,,17,,2,,,,,,,,,,,,,,,,,2,,,,,,,5000.00,4.00,,,5,5,5,7.00,3.00,9.00,2.00,6.00,2.00,1.00,1.00,2.00,
14771,1,1.00,20,21,21.00,11.00,2,21.00,21.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,3600.00,4.00,171.43,3.00,3,3,3,7.00,3.00,9.00,1.00,3.00,3.00,2.00,1.00,1.00,
14780,1,1.00,34,35,35.00,12.00,1,21.00,21.00,11.00,1,4,2,1,1,2,,,,,,8,,,11,,,,,,,1,,3,,,,,,,,,,13,,,,,1,,3,,,6,,,5000.00,4.00,142.86,3.00,5,5,5,7.00,3.00,9.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
14781,1,1.00,34,35,35.00,12.00,1,21.00,21.00,11.00,1,1,3,2,,2,3,4,5,,,8,,,11,12,,,,,,1,,,,,,,,,,,,13,14,,,,1,,,,,6,7,,7000.00,5.00,200.00,3.00,5,5,5,7.00,3.00,9.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00
14784,3,3.00,34,35,35.00,12.00,1,21.00,21.00,11.00,1,3,1,8,,2,3,4,5,6,,8,,,11,12,,,,,,1,,,,,,,,,,,,13,14,,,,1,,,,,6,7,,8000.00,5.00,228.57,3.00,5,5,5,7.00,3.00,9.00,2.00,2.00,1.00,1.00,1.00,3.00,1.00
14791,1,1.00,60,61,,13.00,1,47.00,47.00,12.00,4,,,,,2,3,4,,6,7,8,9,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,7000.00,5.00,,,5,5,5,7.00,3.00,9.00,2.00,2.00,4.00,1.00,2.00,1.00,1.00
