id,Q1,RQ1,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q2B,Q2A2_14,MQ2A2_1461,RQ2A2_14,Q3,Q3B1,Q3B2,Q3B3,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,총액1인MIS,C총액1인TOT,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_ENT,D_PLA,D_Q1,D_TYP
762,10,4.00,300,303,,14.00,2,303.00,,14.00,2,3,2,4,1,2,3,4,5,6,,,,,,,,,,,,1,2,3,,5,,,,,,,,,,,,,1,2,3,,5,,,,9079.02,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,2.00,2.00,1.00,4.00,
767,3,3.00,89,90,,13.00,2,90.00,,13.00,3,,,,1,2,3,4,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,6204.00,5.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,3.00,
772,2,2.00,59,60,60.00,12.00,1,46.00,46.00,12.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3877.50,4.00,64.63,2.00,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,1.00,1.00,2.00,
773,12,4.00,290,291,,14.00,1,277.00,,14.00,6,,,,,,3,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,10000.00,5.00,,,5,5,5,1.00,1.00,9.00,2.00,2.00,6.00,1.00,2.00,4.00,
775,10,4.00,359,360,,14.00,2,360.00,,14.00,3,,,,1,,3,4,,,,,,,,,,14,,,,1,2,,4,,,,,,,,,,,,,,1,2,,4,,,,,,6.00,,,4,3,4,1.00,1.00,2.00,1.00,3.00,3.00,2.00,1.00,4.00,
776,5,4.00,359,360,,14.00,2,360.00,,14.00,3,,,,,,3,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,6355.31,5.00,,,4,4,4,1.00,1.00,2.00,1.00,4.00,3.00,2.00,1.00,4.00,
783,1,1.00,179,180,,14.00,1,166.00,,14.00,2,2,,,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,5447.41,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,2.00,1.00,1.00,1.00,
784,8,4.00,355,356,,14.00,2,356.00,,14.00,2,2,1,3,1,2,3,,,,,,,,,,,,,,,1,,,,5,,7,,,,,,,,,,,1,,,,5,,,,6000.00,5.00,,,5,5,5,1.00,1.00,9.00,2.00,5.00,2.00,2.00,2.00,4.00,
787,13,4.00,120,121,,14.00,1,107.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7000.00,5.00,,,5,5,5,1.00,1.00,9.00,2.00,3.00,3.00,1.00,2.00,4.00,
792,2,2.00,90,91,,14.00,1,77.00,,13.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,,6.00,,,4,4,4,1.00,1.00,12.00,1.00,4.00,3.00,1.00,1.00,2.00,
795,10,4.00,80,81,,13.00,1,67.00,,13.00,2,13,,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4000.00,4.00,,,5,4,5,1.00,1.00,10.00,2.00,6.00,2.00,1.00,2.00,4.00,
796,3,3.00,79,80,,13.00,1,66.00,,13.00,3,,,,1,,,,,,,,,,,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,9700.00,5.00,,,3,3,3,1.00,1.00,1.00,1.00,5.00,3.00,1.00,2.00,3.00,1.00
797,10,4.00,45,46,46.00,12.00,1,32.00,32.00,12.00,3,,,,,2,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,4850.00,4.00,105.43,3.00,4,2,3,1.00,1.00,1.00,1.00,3.00,3.00,1.00,1.00,4.00,
798,1,1.00,79,80,,13.00,1,66.00,,13.00,3,,,,1,,,,,,,,,,,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,9700.00,5.00,,,3,3,3,1.00,1.00,1.00,1.00,3.00,3.00,1.00,2.00,1.00,
799,1,1.00,79,80,,13.00,1,66.00,,13.00,3,,,,1,2,,,,,,,,,,,,14,,,,,,,,,,,,9,,,,,,,,,,,,,,6,,,9700.00,5.00,,,1,3,3,1.00,1.00,1.00,1.00,4.00,3.00,1.00,2.00,1.00,
801,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,1,2,3,4,5,,,,,,11,,,,15,,,1,,,,,6,,,,,,,13,,,,,1,,,,5,6,,,3000.00,3.00,,,5,4,5,1.00,1.00,13.00,1.00,2.00,4.00,1.00,2.00,1.00,
802,10,4.00,36,37,37.00,12.00,1,23.00,23.00,11.00,2,13,,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3000.00,3.00,81.08,2.00,5,5,5,1.00,1.00,12.00,1.00,3.00,2.00,1.00,1.00,4.00,1.00
807,10,4.00,30,31,31.00,12.00,2,31.00,31.00,12.00,3,,,,1,2,,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,2910.00,3.00,93.87,2.00,3,3,3,1.00,1.00,1.00,1.00,3.00,3.00,2.00,1.00,4.00,
811,6,4.00,359,360,,14.00,2,360.00,,14.00,4,,,,1,2,3,,,,,,,,,12,,,15,,,1,,,4,,,,,,,,,,,,,,1,,,4,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,1.00
813,10,4.00,180,181,,14.00,1,167.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9700.00,5.00,,,5,5,5,1.00,1.00,1.00,2.00,2.00,4.00,1.00,2.00,4.00,
818,3,3.00,17,18,18.00,11.00,1,4.00,4.00,2.00,6,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3500.00,4.00,194.44,3.00,5,3,5,1.00,1.00,9.00,1.00,3.00,6.00,1.00,1.00,3.00,1.00
824,4,4.00,119,120,,14.00,1,106.00,,14.00,3,,,,1,2,,,,,,,,,,,13,14,,,,1,2,,4,,,,,,,11,,,,,,,1,2,,4,,6,,,,6.00,,,4,4,4,1.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,4.00,1.00
826,15,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,,4,,6,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,
827,1,1.00,74,75,,13.00,1,61.00,,13.00,3,,,,1,2,,,,,,,,,,,13,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,1.00,
828,15,4.00,89,90,,13.00,1,76.00,,13.00,3,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,1361.85,2.00,,,4,3,4,1.00,1.00,2.00,2.00,5.00,3.00,1.00,1.00,4.00,
832,10,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9986.92,5.00,,,4,3,3,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,1.00
833,1,1.00,89,90,,13.00,1,76.00,,13.00,3,,,,1,,,,,,,,,,,,,14,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,7755.00,5.00,,,3,3,3,1.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,1.00,
834,20,4.00,60,61,,13.00,1,47.00,47.00,12.00,2,2,1,,1,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7000.00,5.00,,,5,5,5,1.00,1.00,13.00,1.00,5.00,2.00,1.00,2.00,4.00,
835,2,2.00,79,80,,13.00,1,66.00,,13.00,3,,,,1,,,,,,,,,,,,,14,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,7755.00,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,2.00,
839,1,1.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,5447.41,5.00,,,5,5,5,1.00,1.00,2.00,1.00,1.00,4.00,1.00,1.00,1.00,
840,2,2.00,120,121,,14.00,1,107.00,,14.00,2,1,2,,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,10000.00,5.00,,,5,5,5,1.00,1.00,97.00,1.00,6.00,2.00,1.00,2.00,2.00,
843,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,1,2,,,,,,,,,,12,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7488.00,5.00,,,5,5,5,1.00,1.00,7.00,2.00,1.00,4.00,1.00,2.00,1.00,1.00
845,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,,2,3,,,,,,,,11,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7488.00,5.00,,,4,5,5,1.00,1.00,7.00,2.00,1.00,4.00,1.00,2.00,1.00,1.00
846,3,3.00,150,151,,14.00,1,137.00,,14.00,4,,,,,2,3,4,,,7,8,,,11,12,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7488.00,5.00,,,5,5,5,1.00,1.00,7.00,2.00,1.00,4.00,1.00,2.00,3.00,
847,2,2.00,150,151,,14.00,1,137.00,,14.00,4,,,,1,2,,4,,,,,,,,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7488.00,5.00,,,5,5,5,1.00,1.00,7.00,2.00,1.00,4.00,1.00,2.00,2.00,
855,2,2.00,180,181,,14.00,1,167.00,,14.00,4,,,,,2,3,4,,,,8,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,6000.00,5.00,,,5,3,4,1.00,1.00,9.00,2.00,2.00,4.00,1.00,2.00,2.00,
857,1,1.00,360,361,,14.00,2,361.00,,14.00,4,,,,,2,3,4,,,,,,,,,,,,16,,,,,,,,,,,,11,,,,,,,,,,,,6,,,8000.00,5.00,,,4,5,4,1.00,1.00,15.00,1.00,2.00,4.00,2.00,1.00,1.00,
858,6,4.00,179,180,,14.00,1,166.00,,14.00,4,,,,1,2,3,4,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4539.51,4.00,,,4,3,4,1.00,1.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
860,1,1.00,360,361,,14.00,2,361.00,,14.00,3,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,6,,,5447.41,5.00,,,4,4,4,1.00,1.00,15.00,1.00,2.00,3.00,2.00,1.00,1.00,
874,2,2.00,340,341,,14.00,2,341.00,,14.00,3,,,,,2,,,,,,,,,11,,,14,15,,,,,,,,,,,,,,,,14,,16,,,,,,,,7,,5447.41,5.00,,,5,5,5,1.00,1.00,97.00,1.00,4.00,3.00,2.00,1.00,2.00,
876,1,1.00,360,361,,14.00,2,361.00,,14.00,3,,,,1,2,3,4,,,,,,,11,,,,,,,1,2,3,,,,,,,,,,13,,,,,1,2,3,,,6,,,8625.07,5.00,,,5,3,5,1.00,1.00,97.00,2.00,2.00,3.00,2.00,1.00,1.00,
889,1,1.00,12,13,13.00,11.00,2,13.00,13.00,11.00,3,,,,,,,,,,,,,,,,,14,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,5175.04,5.00,398.08,4.00,4,5,5,1.00,1.00,7.00,2.00,3.00,3.00,2.00,1.00,1.00,2.00
890,2,2.00,330,331,,14.00,2,331.00,,14.00,4,,,,,,,,5,,,,,,,,,,15,,,1,,,,,,7,,,,,,,,,,,1,,,,5,,,,800.00,1.00,,,4,5,3,1.00,1.00,9.00,1.00,3.00,4.00,2.00,1.00,2.00,1.00
895,1,1.00,330,331,,14.00,2,331.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9079.02,5.00,,,5,3,4,1.00,1.00,4.00,1.00,4.00,3.00,2.00,1.00,1.00,
910,4,4.00,90,91,,14.00,1,77.00,,13.00,1,9,1,,,,,,,,,,,,,,,,,,17,1,,,,,,,,9,,,,,,,,17,1,,,,,6,,8,7000.00,5.00,,,4,5,5,1.00,1.00,9.00,1.00,3.00,1.00,1.00,1.00,4.00,
927,2,2.00,80,81,,13.00,1,67.00,,13.00,2,10,2,,,2,3,,,,,,,,,,,,,,,1,2,,,,,7,,,,,,,,,,,1,2,,,5,,,,2750.00,3.00,,,5,5,5,1.00,1.00,9.00,1.00,5.00,2.00,1.00,1.00,2.00,
934,3,3.00,30,31,31.00,12.00,1,17.00,17.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,5000.00,4.00,161.29,3.00,4,4,4,1.00,1.00,9.00,1.00,3.00,3.00,1.00,1.00,3.00,
937,3,3.00,84,85,,13.00,1,71.00,,13.00,2,1,5,3,1,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1361.85,2.00,,,5,5,5,1.00,1.00,5.00,2.00,4.00,2.00,1.00,1.00,3.00,
939,1,1.00,360,361,,14.00,2,361.00,,14.00,3,,,,,2,3,4,,6,,,,,,,,14,,,,1,,,4,,,7,,,,,,,,,,,1,,,4,5,,,,,6.00,,,4,2,3,1.00,1.00,9.00,1.00,2.00,3.00,2.00,1.00,1.00,1.00
940,10,4.00,59,60,60.00,12.00,1,46.00,46.00,12.00,3,,,,,2,3,4,,,,,,,,,,,,,17,,,,,,,7,,,,,,,,,,,,,,,5,,,,1815.80,2.00,30.26,1.00,3,3,4,1.00,1.00,5.00,2.00,3.00,3.00,1.00,1.00,4.00,1.00
943,5,4.00,40,41,41.00,12.00,2,41.00,41.00,12.00,3,,,,,2,,,,,,,,,,,,14,,,,,,,,,,7,,,,,,,,,,,,,,,5,,,,7300.00,5.00,178.05,3.00,4,3,4,1.00,1.00,9.00,1.00,3.00,3.00,2.00,1.00,4.00,
956,1,1.00,150,151,,14.00,1,137.00,,14.00,4,,,,,2,3,4,5,6,,,,,11,,,,15,,,1,,3,,,,,,,10,,,13,14,,,17,1,,3,,,6,7,8,4917.20,4.00,,,5,5,5,1.00,1.00,12.00,2.00,2.00,4.00,1.00,1.00,1.00,1.00
957,1,1.00,360,361,,14.00,2,361.00,,14.00,4,,,,,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,97.00,1.00,2.00,4.00,2.00,1.00,1.00,
958,2,2.00,300,301,,14.00,1,287.00,,14.00,4,,,,1,2,3,,,,,,,,,,,,,,,1,2,,,5,,,,,,,,13,,,,,1,2,,,5,6,,,9000.00,5.00,,,5,5,5,1.00,1.00,97.00,1.00,2.00,4.00,1.00,1.00,2.00,1.00
961,3,3.00,90,91,,14.00,1,77.00,,13.00,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,12,,,,,,,,,,,6,,,6000.00,5.00,,,4,4,4,1.00,1.00,16.00,1.00,3.00,3.00,1.00,1.00,3.00,
965,1,1.00,360,361,,14.00,2,361.00,,14.00,4,,,,,2,,4,,,7,,,,11,,,,15,,,1,,,,5,,,8,,,,,,,,,,1,,,,5,,,,,6.00,,,5,5,5,1.00,1.00,97.00,1.00,3.00,4.00,2.00,1.00,1.00,1.00
976,7,4.00,100,101,,14.00,1,87.00,,13.00,2,13,,,1,2,3,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,6000.00,5.00,,,4,4,4,1.00,1.00,15.00,1.00,3.00,2.00,1.00,1.00,4.00,
991,2,2.00,119,120,,14.00,1,106.00,,14.00,3,,,,1,,,,,,,,,,,12,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3631.61,4.00,,,4,4,4,1.00,1.00,2.00,1.00,6.00,3.00,1.00,1.00,2.00,
994,4,4.00,329,330,,14.00,2,330.00,,14.00,2,1,3,4,1,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,7755.00,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,2.00,2.00,1.00,4.00,
998,1,1.00,179,180,,14.00,1,166.00,,14.00,2,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7263.22,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,2.00,1.00,1.00,1.00,1.00
999,10,4.00,349,350,,14.00,2,350.00,,14.00,2,2,1,,1,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,5447.41,5.00,,,5,5,4,1.00,1.00,2.00,2.00,3.00,2.00,2.00,1.00,4.00,
1002,15,4.00,119,120,,14.00,1,106.00,,14.00,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,2723.71,3.00,,,4,4,4,1.00,1.00,2.00,1.00,6.00,3.00,1.00,1.00,4.00,
1003,5,4.00,299,304,,14.00,2,304.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,,2,,,,,7,,,,,,,,,,,,2,,,5,,,,4539.51,4.00,,,4,4,4,1.00,1.00,2.00,1.00,2.00,3.00,2.00,1.00,4.00,1.00
1007,40,4.00,30,31,31.00,12.00,2,31.00,31.00,12.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,5,4,1.00,1.00,9.00,1.00,5.00,3.00,2.00,2.00,4.00,
1008,1,1.00,35,36,36.00,12.00,1,22.00,22.00,11.00,2,13,,,,2,,4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2000.00,2.00,55.56,2.00,4,5,4,1.00,1.00,9.00,1.00,2.00,2.00,1.00,2.00,1.00,
1015,1,1.00,21,22,22.00,11.00,2,22.00,22.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,4,,,,,,10,11,,,,,,,1,,,4,,6,,,10000.00,5.00,454.55,4.00,5,5,4,1.00,1.00,9.00,1.00,6.00,3.00,2.00,2.00,1.00,
1024,1,1.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4993.46,4.00,,,5,5,5,1.00,1.00,2.00,2.00,1.00,4.00,1.00,1.00,1.00,
1025,1,1.00,149,150,,14.00,1,136.00,,14.00,4,,,,1,,,,,,,,,,11,,,,15,,,,,,,,,,,,,,,,14,,,,,,,,,,7,,4653.00,4.00,,,4,3,4,1.00,1.00,2.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00
1026,1,1.00,180,181,,14.00,2,181.00,,14.00,3,,,,,2,,,,,,,,,,,,14,,,,,,,,,,,,,,,,13,,,,,,,,,,6,,,5820.00,5.00,,,3,3,3,1.00,1.00,1.00,1.00,2.00,3.00,2.00,2.00,1.00,
1044,5,4.00,239,240,,14.00,1,226.00,,14.00,4,,,,1,2,3,,,,,,,,,,,,15,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,6.00,,,4,4,5,1.00,1.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,
1046,6,4.00,329,330,,14.00,2,330.00,,14.00,1,1,5,3,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,3,4,3,1.00,1.00,2.00,1.00,3.00,1.00,2.00,1.00,4.00,2.00
1047,6,4.00,270,271,,14.00,1,257.00,,14.00,2,3,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,9079.02,5.00,,,4,4,4,1.00,1.00,2.00,1.00,3.00,2.00,1.00,1.00,4.00,
1049,4,4.00,89,90,,13.00,1,76.00,,13.00,4,,,,1,2,3,,5,,,,,,,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2946.90,3.00,,,5,5,5,1.00,1.00,2.00,2.00,1.00,4.00,1.00,1.00,4.00,1.00
1051,2,2.00,349,350,,14.00,2,350.00,,14.00,2,1,3,2,1,2,3,4,,,,,,,,,,,,,,1,,,,,,,,,10,,,,,,,,1,,,,,6,,,,6.00,,,5,5,4,1.00,1.00,16.00,2.00,2.00,2.00,2.00,1.00,2.00,
1055,4,4.00,299,300,,14.00,2,300.00,,14.00,3,,,,,,3,,,,,,,,,,,14,,,,,,3,4,,,7,,,,,,,,,,,,,3,4,5,,,,1815.80,2.00,,,4,4,4,1.00,1.00,2.00,1.00,4.00,3.00,2.00,1.00,4.00,
1069,10,4.00,329,330,,14.00,2,330.00,,14.00,2,3,1,4,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,1,,3,,,,,,6204.00,5.00,,,5,5,5,1.00,1.00,2.00,1.00,5.00,2.00,2.00,1.00,4.00,
1070,4,4.00,329,330,,14.00,2,330.00,,14.00,3,,,,1,2,3,,,,,,,,,,,14,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,9986.92,5.00,,,4,4,4,1.00,1.00,2.00,1.00,5.00,3.00,2.00,1.00,4.00,
1071,15,4.00,329,330,,14.00,2,330.00,,14.00,3,,,,1,,3,,,,,,,,,,,14,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,4539.51,4.00,,,5,5,5,1.00,1.00,2.00,1.00,6.00,3.00,2.00,1.00,4.00,
1075,6,4.00,359,360,,14.00,2,360.00,,14.00,3,,,,1,2,3,,,,,,,,,,,14,,,,1,,,,,,,,,,11,,,,,,,1,,,,,6,,,9986.92,5.00,,,5,5,5,1.00,1.00,2.00,1.00,4.00,3.00,2.00,1.00,4.00,
1079,8,4.00,299,300,,14.00,2,300.00,,14.00,3,,,,1,2,3,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,9079.02,5.00,,,4,4,2,1.00,1.00,2.00,2.00,5.00,3.00,2.00,1.00,4.00,
1081,7,4.00,329,330,,14.00,2,330.00,,14.00,2,1,2,4,1,2,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,6355.31,5.00,,,4,4,4,1.00,1.00,2.00,2.00,4.00,2.00,2.00,1.00,4.00,1.00
1082,10,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,,2,,,,,,,9,,11,12,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,6355.31,5.00,,,4,4,4,1.00,1.00,2.00,2.00,1.00,4.00,2.00,1.00,4.00,1.00
1084,2,2.00,90,91,,14.00,1,77.00,,13.00,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,7375.80,5.00,,,5,4,4,1.00,1.00,97.00,1.00,2.00,3.00,1.00,2.00,2.00,
1090,3,3.00,21,22,22.00,11.00,1,8.00,8.00,3.00,3,,,,,,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,3687.90,4.00,167.63,3.00,5,4,4,1.00,1.00,12.00,1.00,3.00,3.00,1.00,2.00,3.00,
1091,3,3.00,210,211,,14.00,1,197.00,,14.00,3,,,,1,2,3,4,5,,,,,,,,,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,4500.00,4.00,,,5,5,5,1.00,1.00,16.00,1.00,2.00,3.00,1.00,1.00,3.00,
1093,2,2.00,350,351,,14.00,2,351.00,,14.00,3,,,,1,,3,,,,,,,,11,,,14,15,,,,,,,,,,,,10,,12,,,,,,,,,,,6,,,4000.00,4.00,,,5,3,5,1.00,1.00,17.00,1.00,2.00,3.00,2.00,1.00,2.00,
1101,2,2.00,359,360,,14.00,2,360.00,,14.00,3,,,,1,2,,,,,,,,,,,,14,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,5447.41,5.00,,,4,4,3,1.00,1.00,2.00,2.00,1.00,3.00,2.00,1.00,2.00,
1105,5,4.00,329,330,,14.00,2,330.00,,14.00,4,,,,1,2,3,,5,,7,8,9,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,6809.27,5.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,4.00,2.00,1.00,4.00,
1108,7,4.00,79,80,,13.00,1,66.00,,13.00,3,,,,1,2,,,,,,,,,,,,,15,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,3631.61,4.00,,,5,4,4,1.00,1.00,2.00,1.00,4.00,3.00,1.00,1.00,4.00,
1118,4,4.00,179,180,,14.00,1,166.00,,14.00,3,,,,1,2,3,,,,,,,,,,,14,,,,,,,,,,,,,10,,,,,,,,,,,,,6,,,6355.31,5.00,,,3,4,2,1.00,1.00,2.00,1.00,5.00,3.00,1.00,1.00,4.00,
1121,5,4.00,359,360,,14.00,2,360.00,,14.00,4,,,,1,,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,4.00,2.00,1.00,4.00,1.00
1122,11,4.00,299,300,,14.00,2,300.00,,14.00,1,1,3,,1,2,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,4,4,1.00,1.00,2.00,1.00,2.00,1.00,2.00,1.00,4.00,1.00
1126,15,4.00,239,240,,14.00,1,226.00,,14.00,2,13,,,1,2,,,,,,,,,,12,,,,,,,,3,,,,,,,,,,,,,,,,,3,,,,,,5447.41,5.00,,,4,4,4,1.00,1.00,2.00,2.00,4.00,2.00,1.00,1.00,4.00,1.00
1129,20,4.00,179,180,,14.00,1,166.00,,14.00,2,2,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,6809.27,5.00,,,4,4,4,1.00,1.00,2.00,1.00,4.00,2.00,1.00,1.00,4.00,1.00
1134,5,4.00,359,360,,14.00,2,360.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6.00,,,4,5,4,1.00,1.00,2.00,2.00,2.00,4.00,2.00,1.00,4.00,1.00
1137,9,4.00,119,120,,14.00,1,106.00,,14.00,4,,,,1,2,,,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,7755.00,5.00,,,4,5,5,1.00,1.00,2.00,2.00,2.00,4.00,1.00,1.00,4.00,1.00
1140,10,4.00,149,150,,14.00,1,136.00,,14.00,4,,,,,,,4,,,,,,,,,,,15,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,4653.00,4.00,,,5,5,5,1.00,1.00,2.00,1.00,2.00,4.00,1.00,1.00,4.00,
1142,2,2.00,29,30,30.00,11.00,1,16.00,16.00,11.00,3,,,,,,,,,,,,,,,,,14,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1815.80,2.00,60.53,2.00,5,4,4,1.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,2.00,3.00
