pnid,MVIT,RVIT,XRVIT,MVIT5Y,RVIT5Y,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,ZQ2_31,ZQ2_32,ZQ2_33,ZQ2_34,Q2_3_직전_숙박일수,Q2_3_직후_숙박일수,MQ2_3_직전_숙박일수,MQ2_3_직후_숙박일수,Q2_3a2at,Q2_3a2bt,Q2_3a2ct,Q2_3a2dt,Q2_3a2et,Q2_3a3at,Q2_3a3bt,Q2_3a3ct,Q2_3a3dt,Q2_3a3et,Q2_3b2a,Q2_3b2b,Q2_3b2c,Q2_3b2d,Q2_3b2e,Q2_3b3a,Q2_3b3b,Q2_3b3c,Q2_3b3d,Q2_3b3e,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a_dk,Q6,MQ6_1R,Q6_1R,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8a20,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,WQ9_5a01,WQ9_5a02,WQ9_5a03,WQ9_5a04,WQ9_5a05,WQ9_5a06,WQ9_5a07,WQ9_5a08,WQ9_5a09,WQ9_5a10,WQ9_5a11,WQ9_5a12,WQ9_5a13,WQ9_5a14,WQ9_5a15,WQ9_5a16,WQ9_5a17,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인TOT2,C총액1인TOT2,총액1인TOT_개별국제교통비제외2,C총액1인TOT_개별국제교통비제외2,MDAY전체TOT_RAW61,RDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외61,RDAY전체_개별국제교통비제외61,MDAY개별대체61,MDAY에어대체61,MDAY단체대체61,RDAY개별대체61,RDAY에어대체61,RDAY단체대체61,MDAY개별대체_개별국제교통비제외61,MDAY에어대체_개별국제교통비제외61,MDAY단체대체_개별국제교통비제외61,RDAY개별대체_개별국제교통비제외61,RDAY에어대체_개별국제교통비제외61,RDAY단체대체_개별국제교통비제외61,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,단기투어상품1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,C단기투어상품1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q12a27,Q13,Q14,D_MON,D_BUN,D_NAT,D_NAT2,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight1,weight2,weight3,weight4,weight
10133,1,1,,3.0,1,1,1,7,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,6,,,5,1,,,5,,,3,,,,1,1,,,,,,,,,,,2,,,2,,,,,,6,,,4,3,0,4,3,3,3,0,3,3,1,2,3,,,,,,,,,,,,,,,,,,2,1,3,11002,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2094.00,3,1821.17,2,418.80,4,364.23,4,418.80,,,4,,,364.23,,,4,,,,0.00,682.08,682.08,0.00,0.00,272.83,0.00,0.00,0.00,0.00,20.46,13.64,0.00,0.00,0.00,0.00,409.25,13.64,0.00,0.00,0.00,0.00,,1,5,4,1,1,4,1,1,1,1,2,2,1,1,1,1,4,2,1,1,1,1,1,2,,,,,,,,,,,,70.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,5,,4,4,4,4,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,4,4,7,3,1,,2,3,1,1,1,,,2265.73,,2265.73
10134,2,2,5,5.0,2,1,1,2,,,7,1,10,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,7,6,5,10,4,7,1,,2,1,4,,,,11,6,1,,,,,,,,,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,,,,,,,,,,,,5,6,1,11012,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,6,7,7,2,4,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,3436.25,4,1865.00,2,490.89,4,266.43,3,490.89,,,4,,,266.43,,,3,,,,0.00,819.78,683.15,34.16,1571.25,0.00,0.00,0.00,0.00,0.00,157.12,68.32,0.00,0.00,13.66,0.00,68.32,20.49,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,4,3,1,1,2,1,3,2,1,1,1,1,,,,,,,7,8,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,60.00,40.00,0.00,0.00,0.00,0.00,0.00,1,,,5,5,4,5,,4,5,4,,,,,,,,,,5,5,5,4,4,4,5,9,5,4,,5,5,7,3,16,,1,5,1,2,1,,,425.68,,425.68
10137,1,1,,8.0,2,1,3,,,,4,3,5,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,11,6,1,,,,,,,,9,,,1,0,0,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,,,,,,,,,,,,5,7,1,41003,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,8,9,9,3,8,0,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,8,0,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,8,,,,,,,,8,,,,,,,,3779.88,4,1997.88,2,419.99,4,221.99,3,419.99,,,4,,,221.99,,,3,,,,0.00,1028.07,548.30,68.54,1781.99,0.00,0.00,0.00,0.00,0.00,30.84,6.85,0.00,0.00,41.12,0.00,137.08,13.71,0.00,0.00,0.00,123.37,,1,5,4,3,4,1,1,1,1,1,3,2,1,1,3,1,4,2,1,1,1,2,,,3,,,,,,,10,,,,0.00,0.00,80.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,5,6,,5,5,5,3,,5,5,5,,,,,,,,,,3,3,5,4,4,4,3,5,5,4,4,5,4,7,3,16,,1,3,3,1,1,,,180.99,,180.99
10138,1,1,,2.0,1,1,5,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,4,6,5,2,,,,2,1,,,,,,,,,10,,2,,,2,,,,,,6,,,3,2,0,3,2,3,2,0,3,2,1,2,,,,,,,,,,12,,,,,,,,20,20,12,2,26500,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,9,10,10,3,7,,,,,,,,,,,,2,,,,,8,,,,,,,,,,,,3,,,,,7,,,,,,,,,,,,2,,,,,8,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,9,,,,,,,,9,,,,,,,,2233.60,3,1954.40,2,223.36,3,195.44,3,223.36,,,3,,,195.44,,,3,,,,0.00,558.40,418.80,0.00,0.00,279.20,0.00,0.00,0.00,0.00,83.76,69.80,0.00,0.00,0.00,41.88,698.00,13.96,0.00,0.00,69.80,0.00,,1,5,4,1,1,4,1,1,1,1,3,3,1,1,1,3,4,2,1,1,3,1,1,2,3,,,,,,,,11,,,45.00,10.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,4,5,6,4,5,5,,,,,,,,,,5,,,,,4,3,5,4,5,4,2,3,5,5,,5,5,7,3,1,,2,3,5,1,1,,,2265.73,,2265.73
10140,8,4,5,30.0,5,1,3,,,,1,,,,3,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,1,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,,,,,,,,,,,,,,,,18,,,1,2,18,11003,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,3,4,4,2,3,0,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,7559.75,5,2130.85,3,1480.50,5,532.71,5,1480.50,,,5,,,532.71,,,5,,,,0.00,1357.23,407.17,67.86,5428.90,0.00,0.00,0.00,0.00,0.00,0.00,135.72,0.00,0.00,0.00,0.00,135.72,27.14,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,1,4,1,1,1,1,4,2,1,1,1,1,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,4,4,4,,,,,,,,,,,,,,,5,4,4,4,5,4,4,9,5,9,,5,4,7,3,16,,1,4,3,4,1,,,299.49,,299.49
10141,1,1,,5.0,2,1,1,1,8,4,2,4,5,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,12,10,4,6,1,,,,6,7,1,6,8,,,6,1,,,4,,6,,8,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,4,5,6,7,,,,,12,,,,,,,,,1,3,2,11001,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,6,7,7,2,4,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,3,,,,,4,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,3,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,4398.40,4,2743.83,3,628.34,5,391.98,4,628.34,,,5,,,391.98,,,4,,,,0.00,1103.05,689.40,68.94,1654.57,0.00,0.00,0.00,0.00,0.00,165.46,137.88,0.00,0.00,137.88,0.00,413.64,27.58,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,4,4,1,1,4,1,4,2,1,1,1,1,,2,3,,,,,8,,10,,,,0.00,10.00,50.00,0.00,0.00,0.00,0.00,30.00,0.00,10.00,0.00,0.00,0.00,2,4,5,5,5,5,5,5,5,5,5,,,,,4,,,,,4,4,4,4,4,5,5,4,5,5,,5,5,7,3,16,,1,2,1,1,1,,,383.28,,383.28
10142,3,3,5,99.0,5,1,3,,,,10,2,5,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,5,1,2,6,3,,6,,,3,,,,,8,9,,,1,0,0,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,,3,,5,6,7,,,,11,,,,,,,18,,,5,3,6,26006,,,,,1,,,,,,,,,,,,13,,,,17,1,,,,,6,,8,,,3,1,2,25,26,26,4,6,,,,,,,,,,,,6,,,,13,7,,,,,,,,,,,,7,,,,14,6,,,,,,,,,,,,6,,,,13,7,,,,,,,,,,,,7,,,,14,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,25,,,,,,,,25,,,,,,,,7166.24,5,5749.52,5,275.62,3,221.14,3,275.62,,,3,,,221.14,,,3,,,,0.00,2951.50,1180.60,118.06,1416.72,0.00,0.00,118.06,0.00,0.00,177.09,88.55,295.15,59.03,23.61,0.00,590.30,29.52,0.00,0.00,0.00,118.06,,1,5,4,4,4,1,1,3,1,1,4,3,4,3,2,1,4,2,1,1,1,2,,,3,4,,,,,,10,,,,0.00,0.00,10.00,40.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,8,6,1,5,5,,5,,5,5,5,,,,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,7,3,97,,2,5,3,3,1,,,802.58,,802.58
10143,1,1,,15.0,4,1,1,1,4,8,1,2,,,1,8,7,,2,,4,4,,27,,1,,,,,,,,,,27,,,,,,,,,,1,2,3,6,3,5,6,1,4,,10,6,1,8,3,9,,6,,,,,5,,,,,,,1,0,0,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,,7,,,,,,,,,,,,,,2,1,3,11002,,,,,1,2,,,,,,,,,,,,,,,,1,2,,,,,,,1,,,1,,3,4,4,2,3,0,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,1818.12,2,875.48,1,454.53,4,218.87,3,454.53,,,4,,,218.87,,,3,,,,0.00,353.49,235.66,23.57,942.64,0.00,0.00,0.00,0.00,0.00,21.21,0.00,0.00,0.00,11.78,0.00,117.83,17.67,0.00,0.00,0.00,94.26,,1,4,4,2,4,1,1,1,1,1,2,1,1,1,2,1,4,2,1,1,1,1,,,3,,,,,,,,,,,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,,,5,3,5,5,,5,,4,,,,,,,,,,5,3,5,5,4,5,3,4,2,4,4,4,5,7,3,97,,1,2,1,1,1,,,1002.51,,1002.51
10144,1,1,,20.0,5,1,3,,,,1,,,,1,5,3,,2,,4,4,,4,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,5,4,,,,,,2,,,,5,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,,2,3,,5,,7,,,,,12,,,,,17,,,,7,12,3,11045,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,4,5,5,2,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,4,,,,,,,,4,,,,,,,,2361.20,3,1177.64,2,472.24,4,235.53,3,472.24,,,4,,,235.53,,,3,,,,0.00,650.96,295.89,35.51,1183.56,0.00,0.00,0.00,0.00,0.00,23.67,5.92,0.00,0.00,11.84,0.00,118.36,35.51,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,2,2,1,1,2,1,4,3,1,1,1,1,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,,5,,3,4,,5,,5,,,,,4,,,,,5,3,5,4,4,5,3,3,5,3,,4,5,7,3,97,,1,4,3,1,1,,,838.18,,838.18
10145,4,4,5,10.0,3,1,1,8,2,4,2,3,1,,3,5,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,7,3,2,4,6,2,,,,,7,2,6,,3,1,,,,,,,,,,,2,,,2,,,,,,6,,,2,1,0,2,1,2,1,0,2,1,1,2,3,4,,,,,,,,,13,,,,,,,,13,4,1,11057,11001,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,2525.60,3,2032.80,3,631.40,5,508.20,5,631.40,,,5,,,508.20,,,5,,,,0.00,123.20,308.00,0.00,0.00,492.80,0.00,0.00,0.00,0.00,30.80,30.80,0.00,0.00,0.00,0.00,616.00,0.00,924.00,0.00,0.00,0.00,,1,3,4,1,1,4,1,1,1,1,3,3,1,1,1,1,4,1,4,1,1,1,1,2,,,5,,,,,,,,,50.00,10.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,6,7,5,5,5,5,5,,,,,,,,,5,,,,4,4,5,5,5,5,4,4,5,4,,5,5,7,3,6,,2,5,1,4,1,,,361.91,,361.91
10146,5,4,5,15.0,4,1,4,,,,3,4,2,,5,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,,1,5,4,8,4,1,,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,,2,3,,,,,,,,,,,,,,,,19,,19,2,3,11001,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,5,6,6,2,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,5,,,,,,,,5,,,1345.96,2,791.56,1,224.33,3,131.93,3,224.33,,,3,,,131.93,,,3,,,,0.00,107.80,308.00,0.00,0.00,554.40,0.00,0.00,0.00,0.00,52.36,0.00,0.00,0.00,0.00,0.00,308.00,15.40,0.00,0.00,0.00,0.00,,1,3,4,1,1,5,1,1,1,1,3,1,1,1,1,1,4,2,1,1,1,1,1,2,,4,,,,,,,,,,50.00,30.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,8,1,5,,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,7,3,6,,1,3,4,4,1,,,282.28,,282.28
10147,1,1,,7.0,2,1,1,1,8,9,4,3,1,,3,8,,,,3,4,,4,,8,,,,,,3,,,,,,,,,,8,,,,,1,3,6,5,9,10,4,1,,,1,4,7,6,4,,,5,1,,,,,,,,9,,,2,,,2,,2,,,,,,,2,1,0,2,1,2,1,0,2,1,1,2,3,,5,6,7,,,,,12,,,,,,,,,6,5,3,11024,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,5,6,6,2,4,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,2,,,,,4,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,2564.80,3,1012.62,2,427.47,4,168.77,3,427.47,,,4,,,168.77,,,3,,,,0.00,480.44,258.70,11.09,1552.18,0.00,0.00,0.00,0.00,0.00,66.52,36.96,0.00,0.00,36.96,0.00,110.87,11.09,0.00,0.00,0.00,0.00,,1,4,4,2,4,1,1,1,1,1,3,3,1,1,3,1,4,2,1,1,1,1,1,,3,,,,,,,10,,,,30.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,8,6,3,5,5,4,5,,5,5,5,,,,,4,,,,,4,4,5,5,5,5,5,4,4,4,,4,4,7,3,14,,2,5,1,1,1,,,306.17,,306.17
10148,1,1,,10.0,3,1,1,3,,,1,,,,8,,,,,3,4,,4,,13,,,,,,1,,,,,,,,,,13,,,,,12,3,5,6,3,9,1,4,,,1,11,10,3,,,,5,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,2,3,,5,6,7,,,,,12,,,,,,,,,5,6,3,11024,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,6,7,7,2,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,6,,,,,,,,6,,,,,,,,3151.04,4,1811.75,2,450.15,4,258.82,3,450.15,,,4,,,258.82,,,3,,,,0.00,892.86,520.83,37.20,1339.29,0.00,0.00,0.00,0.00,0.00,18.60,22.32,0.00,0.00,37.20,74.40,186.01,22.32,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,2,2,1,1,3,3,4,2,1,1,1,1,,2,3,,,,,,,10,,,,0.00,25.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,8,6,1,5,4,5,5,,5,5,4,,,,,5,,,,,5,4,5,5,5,5,5,5,5,4,,4,5,7,3,14,,2,5,1,1,1,,,306.17,,306.17
10149,99,4,5,10.0,3,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,11,2,1,,,,,,,,,,,2,,,1,1,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,18,,,1,18,,41518,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,1,,,1,,3,4,4,2,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,840.00,1,519.66,1,210.00,3,129.92,3,210.00,,,3,,,129.92,,,3,,,,0.00,213.56,106.78,21.36,320.34,0.00,0.00,0.00,0.00,0.00,0.00,106.78,0.00,0.00,0.00,0.00,0.00,71.19,0.00,0.00,0.00,0.00,,1,4,4,2,4,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,3,3,,,,,,,,,,,,,,,,3,3,4,3,2,3,3,3,3,3,,4,4,7,3,2,,1,4,3,4,1,,,1939.84,,1939.84
10150,1,1,,5.0,2,1,3,,,,,,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,,7,1,5,,,,11,5,1,,,,,,,,,,,2,,,2,,,,,,,7,,2,1,0,2,1,2,1,0,2,1,1,2,,,5,,,,,,,,,,,,,18,,,2,1,5,11012,,,,,1,,,,,,,,,,,,13,,,,,1,,,,,6,,,,,3,1,2,5,6,6,2,2,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,4,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,5,,,,,,,,5,,,,,,,,4014.04,4,2152.46,3,669.01,5,358.74,4,669.01,,,5,,,358.74,,,4,,,,0.00,1163.49,523.57,58.17,1861.58,0.00,0.00,0.00,0.00,0.00,139.62,116.35,0.00,0.00,0.00,0.00,116.35,34.90,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,4,4,1,1,1,1,4,3,1,1,1,1,,,3,,,,,,,,,,,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,,,4,5,4,,,4,,,,,,,,,,,,3,2,4,3,4,3,3,3,3,4,,3,3,7,3,97,,1,3,3,1,1,,,764.40,,764.40
10151,1,1,,20.0,5,1,3,,,,3,1,5,,1,3,,,,3,4,,3,,3,,,,,,1,,,,,,,,,,3,,,,,,,,,,,6,,,,,,,9,,,,3,1,,,,,,,,,,,2,,,2,,,,,,,7,,3,2,0,3,2,3,2,0,3,2,1,2,,,5,,,,,,,,,,,,,18,,,5,1,2,11012,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,3,4,4,2,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,3,,,,,,,,3305.68,4,1528.43,2,826.42,5,382.11,4,826.42,,,5,,,382.11,,,4,,,,0.00,592.42,236.97,59.24,1777.25,0.00,0.00,0.00,0.00,0.00,23.70,23.70,0.00,0.00,0.00,0.00,592.42,0.00,0.00,0.00,0.00,0.00,,1,5,4,3,4,1,1,1,1,1,2,2,1,1,1,1,4,1,1,1,1,1,1,,,,5,,,,,,,,,70.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,5,3,4,4,5,,,3,,,,,,,,,,,,3,2,4,3,4,3,2,2,2,2,,4,4,7,3,97,,1,5,3,1,1,,,866.06,,866.06
