IDX,Q1,RQ1,Q2_1,Q2_2A1,Q2_2A2,Q2_2A3,Q3A1,MQ3A1_60,RQ3A1,Q3A2,MQ3A2_61,RQ3A2,Q3B,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4K01,Q4K02,Q4K03,Q4K04,Q4K05,Q4K06,Q4K07,Q4K08,MQ5_1T,CQ5_1T,DAY평균,RDAY평균,Q6,Q6_1,Q7A01,Q7A02,Q7A03,Q7A04,Q7A05,Q7A06,Q7A07,Q7A08,Q7A09,Q7A10,Q7A11,Q7A12,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_ENT
436.00,1,1.00,4,,,,150.00,,14,151.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,5000.00,6.00,,,4,,,,,,,,,,,,,,7.00,3.00,97.00,2.00,20.00,4.00,1.00,
437.00,1,1.00,4,,,,180.00,,14,181.00,,13.00,,,,,,,,7.00,,,,,,,,,,,,,,,5,,,,5660.00,6.00,,,4,,,,,,,,,,,,,,7.00,3.00,2.00,1.00,20.00,4.00,1.00,
438.00,8,4.00,2,13,,,180.00,,14,181.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2830.00,5.00,,,5,,,,,,,,,,,,,,7.00,3.00,2.00,1.00,20.00,2.00,4.00,
439.00,20,4.00,4,,,,120.00,,14,121.00,,13.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,5660.00,6.00,,,3,,,,,,,,,,,,,,7.00,3.00,2.00,1.00,20.00,4.00,4.00,
440.00,3,3.00,2,13,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6532.96,6.00,,,4,,,,,,,,,,,,,,7.00,3.00,2.00,1.00,20.00,2.00,3.00,
441.00,20,4.00,3,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,17.00,1,,,,,,,8,,98.00,,,4,,,,,,,,,,,,,,7.00,3.00,2.00,2.00,20.00,3.00,4.00,
442.00,3,3.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,4.00,,,,,,,,,13.00,,15.00,,,1,,,4,,6,7,,,98.00,,,4,,,,,,,,,,,,,,7.00,3.00,2.00,2.00,20.00,4.00,3.00,
443.00,6,4.00,4,,,,150.00,,14,151.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4245.00,6.00,,,4,,,,,,,,,,,,,,7.00,3.00,2.00,2.00,20.00,4.00,4.00,
444.00,5,4.00,2,13,,,180.00,,14,181.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,5000.00,6.00,,,5,,,,,,,,,,,,,,7.00,3.00,97.00,1.00,40.00,2.00,4.00,
445.00,1,1.00,4,,,,150.00,,14,151.00,,13.00,,1.00,,3.00,4.00,,,,,9.00,10.00,,,13.00,14.00,,,,1,,3,4,,6,7,,4481.20,6.00,,,5,,,,,,,,,,,,,,7.00,3.00,97.00,1.00,20.00,4.00,1.00,
446.00,3,3.00,4,,,,175.00,,14,176.00,,13.00,,1.00,2.00,,4.00,,,,,9.00,,,,13.00,,,,,1,2,,4,,6,,,4899.72,6.00,,,5,,,,,,,,,,,,,,7.00,3.00,11.00,2.00,30.00,4.00,3.00,
447.00,1,1.00,4,,,,4.00,4.00,4,5.00,5.00,5.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5601.50,6.00,1120.30,8.00,5,,,,,,,,,,,,,,7.00,3.00,97.00,1.00,30.00,4.00,1.00,
448.00,1,1.00,1,7,4,1,120.00,,14,121.00,,13.00,,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,5000.00,6.00,,,3,,,,,,,,,,,,,,7.00,3.00,20.00,1.00,30.00,1.00,1.00,
449.00,9,4.00,2,13,,,89.00,,14,90.00,,12.00,,1.00,,,,,,,,,,,,,,15.00,,,1,,,,,,7,,1633.24,4.00,,,5,,,,,,,,,,,,,,7.00,3.00,20.00,1.00,20.00,2.00,4.00,
450.00,4,4.00,1,13,,,210.00,,14,211.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,2449.86,5.00,,,5,,,,,,,,,,,,,,7.00,3.00,20.00,1.00,50.00,1.00,4.00,
451.00,10,4.00,4,,,,20.00,20.00,11,21.00,21.00,11.00,,,,3.00,,,,,,,,,,13.00,,,16.00,,,,3,,,6,7,,1700.00,4.00,80.95,1.00,5,,,,,,,,,,,,,,7.00,3.00,97.00,1.00,30.00,4.00,4.00,
452.00,4,4.00,5,,,,62.00,,14,63.00,,12.00,,,2.00,,,,,,,,10.00,,,13.00,,,,,,2,,,,6,,,326.65,1.00,,,3,,,,,,,,,,,,,,7.00,3.00,97.00,1.00,40.00,5.00,4.00,
453.00,3,3.00,2,13,,,152.00,,14,153.00,,13.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2000.00,4.00,,,5,,,,,,,,,,,,,,7.00,3.00,6.00,2.00,40.00,2.00,3.00,
454.00,10,4.00,3,,,,18.00,18.00,11,19.00,19.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,816.62,2.00,42.98,1.00,4,,,,,,,,,,,,,,7.00,3.00,1.00,1.00,60.00,3.00,4.00,
455.00,5,4.00,3,,,,30.00,30.00,12,31.00,31.00,11.00,,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,3756.45,6.00,121.18,2.00,5,,,,,,,,,,,,,,7.00,3.00,1.00,1.00,40.00,3.00,4.00,
456.00,20,4.00,2,13,,,60.00,60.00,14,61.00,,12.00,,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,2790.30,5.00,,,5,,,,,,,,,,,,,,7.00,3.00,1.00,2.00,50.00,2.00,4.00,
457.00,5,4.00,3,,,,120.00,,14,121.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6000.00,6.00,,,4,,,,,,,,,,,,,,7.00,3.00,9.00,1.00,40.00,3.00,4.00,
458.00,2,2.00,3,,,,90.00,,14,91.00,,13.00,,,,,,,,,,,,,,13.00,,,,,,,,,,6,,,8200.00,6.00,,,5,,,,,,,,,,,,,,7.00,3.00,9.00,1.00,40.00,3.00,2.00,
459.00,1,1.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,7453.68,6.00,,,5,,,,,,,,,,,,,,7.00,3.00,4.00,1.00,20.00,4.00,1.00,
460.00,1,1.00,4,,,,150.00,,14,151.00,,13.00,,1.00,2.00,,,,,,,,,,,13.00,,,,,1,2,,,,6,,,4800.00,6.00,,,5,,,,,,,,,,,,,,7.00,3.00,9.00,2.00,40.00,4.00,1.00,
461.00,5,4.00,3,,,,29.00,29.00,12,30.00,30.00,11.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,1500.00,3.00,50.00,1.00,4,,,,,,,,,,,,,,7.00,3.00,9.00,1.00,40.00,3.00,4.00,
462.00,3,3.00,2,13,,,45.00,45.00,13,46.00,46.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3000.00,5.00,65.22,1.00,4,,,,,,,,,,,,,,7.00,3.00,9.00,1.00,20.00,2.00,3.00,
463.00,10,4.00,3,,,,80.00,,14,81.00,,12.00,,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,3000.00,5.00,,,4,,,,,,,,,,,,,,7.00,3.00,9.00,1.00,60.00,3.00,4.00,
464.00,5,4.00,2,13,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2776.51,5.00,,,5,,,,,,,,,,,,,,7.00,3.00,2.00,2.00,20.00,2.00,4.00,
465.00,2,2.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5308.03,6.00,,,4,,,,,,,,,,,,,,7.00,3.00,10.00,1.00,20.00,4.00,2.00,
466.00,3,3.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,1003.38,3.00,24.47,1.00,5,,,,,,,,,,,,,,7.00,3.00,4.00,1.00,40.00,3.00,3.00,
467.00,9,4.00,2,1,3,4,41.00,41.00,13,42.00,42.00,11.00,,1.00,,,4.00,,,,,,,,,,,,,,1,,,4,,,,,958.05,2.00,22.81,1.00,5,,,,,,,,,,,,,,4.00,2.00,12.00,1.00,20.00,2.00,4.00,
468.00,2,2.00,1,3,1,11,87.00,,14,88.00,,12.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,4000.00,6.00,,,4,,,,,,,,,,,,,,4.00,2.00,9.00,1.00,30.00,1.00,2.00,
469.00,4,4.00,2,3,7,13,62.00,,14,63.00,,12.00,,1.00,,3.00,,,,,,,,,,13.00,,,,,1,,3,,,6,,,3818.76,6.00,,,4,,,,,,,,,,,,,,4.00,2.00,12.00,2.00,20.00,2.00,4.00,
470.00,2,2.00,1,3,4,6,32.00,32.00,13,33.00,33.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3829.70,6.00,116.05,2.00,5,,,,,,,,,,,,,,4.00,2.00,12.00,2.00,20.00,1.00,2.00,
471.00,1,1.00,4,,,,48.00,48.00,13,49.00,49.00,11.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9580.53,6.00,195.52,2.00,5,,,,,,,,,,,,,,4.00,2.00,12.00,2.00,20.00,4.00,1.00,
472.00,1,1.00,3,,,,250.00,,14,251.00,,13.00,,1.00,2.00,3.00,4.00,5.00,,,,,,,,,,,,17.00,1,2,3,4,5,,,8,6402.61,6.00,,,5,,,,,,,,,,,,,,6.00,2.00,9.00,2.00,20.00,3.00,1.00,
473.00,10,4.00,3,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,4.00,,6.00,,,,,,,13.00,,,,17.00,1,2,3,4,5,6,,8,9041.44,6.00,,,5,1,2,3,4,13,5,6,8,9,10,11,12,,8.00,3.00,9.00,1.00,30.00,3.00,4.00,
474.00,1,1.00,2,13,,,41.00,41.00,13,42.00,42.00,11.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,3534.38,6.00,84.15,1.00,4,4,3,,,,,,,,,,,,8.00,3.00,9.00,1.00,30.00,2.00,1.00,1.00
475.00,3,3.00,3,,,,364.00,,14,365.00,,13.00,,1.00,,3.00,,,,,,,,,,,,15.00,,17.00,1,,3,,,,7,8,4109.75,6.00,,,5,5,2,3,4,5,6,7,8,9,10,11,13,,8.00,3.00,9.00,2.00,20.00,3.00,3.00,
476.00,2,2.00,3,,,,364.00,,14,365.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,16.00,,1,,,,,6,7,,,98.00,,,4,4,2,4,6,13,,,,,,,,,8.00,3.00,9.00,1.00,40.00,3.00,2.00,
477.00,5,4.00,2,13,,,20.00,20.00,11,21.00,21.00,11.00,1,1.00,,3.00,,,,,,,,,,,,,,,1,,3,,,,,,1643.90,4.00,78.28,1.00,5,5,2,12,16,,,,,,,,,,8.00,3.00,11.00,1.00,30.00,2.00,4.00,1.00
478.00,3,3.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,2,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,2465.85,5.00,112.08,2.00,5,2,13,14,,,,,,,,,,,8.00,3.00,11.00,1.00,30.00,3.00,3.00,2.00
479.00,3,3.00,1,13,,,22.00,22.00,12,23.00,23.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2876.82,5.00,125.08,2.00,2,3,1,,,,,,,,,,,,8.00,3.00,11.00,2.00,20.00,1.00,3.00,1.00
480.00,3,3.00,2,13,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,9.00,,,,,,,,,1,,,,,6,,,4000.00,6.00,129.03,2.00,5,5,1,2,3,16,,,,,,,,,8.00,3.00,9.00,1.00,20.00,2.00,3.00,1.00
481.00,5,4.00,2,13,,,90.00,,14,91.00,,13.00,1,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,3800.00,6.00,,,5,5,2,1,,,,,,,,,,,8.00,3.00,9.00,2.00,50.00,2.00,4.00,1.00
482.00,6,4.00,2,13,,,30.00,30.00,12,31.00,31.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2000.00,4.00,64.52,1.00,5,5,1,16,,,,,,,,,,,8.00,3.00,9.00,1.00,30.00,2.00,4.00,1.00
483.00,3,3.00,3,,,,152.00,,14,153.00,,13.00,,,2.00,,,,,,,9.00,,,,,,,,,,2,,,,6,,,3000.00,5.00,,,5,5,3,4,5,6,8,13,,,,,,,8.00,3.00,16.00,1.00,30.00,3.00,3.00,
484.00,4,4.00,4,,,,359.00,,14,360.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,10000.00,6.00,,,5,3,1,2,4,14,,,,,,,,,8.00,3.00,15.00,1.00,20.00,4.00,4.00,
485.00,5,4.00,2,13,,,240.00,,14,241.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2054.87,5.00,,,5,5,1,2,3,4,6,,,,,,,,8.00,3.00,2.00,2.00,20.00,2.00,4.00,
486.00,3,3.00,2,13,,,215.00,,14,216.00,,13.00,,,2.00,3.00,,,,,,,,,,,,,,,,2,3,,,,,,2465.85,5.00,,,3,3,2,3,11,12,,,,,,,,,8.00,3.00,2.00,2.00,20.00,2.00,3.00,
487.00,1,1.00,3,,,,350.00,,14,351.00,,13.00,,1.00,2.00,,,,,,,,,,,13.00,,15.00,,,1,2,,,,6,7,,7000.00,6.00,,,5,5,2,3,6,10,12,,,,,,,,8.00,3.00,9.00,2.00,20.00,3.00,1.00,
488.00,20,4.00,2,13,,,92.00,,14,93.00,,13.00,1,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,2700.00,5.00,,,4,5,1,2,,,,,,,,,,,8.00,3.00,9.00,1.00,60.00,2.00,4.00,1.00
489.00,4,4.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,3.00,4.00,,,,,,,,,13.00,,,,,1,2,3,4,,6,,,,98.00,,,4,4,1,2,3,5,6,14,,,,,,,8.00,3.00,1.00,1.00,20.00,4.00,4.00,
490.00,10,4.00,3,,,,180.00,,14,181.00,,13.00,,1.00,,,,5.00,,,,,,,,,,,,,1,,,,5,,,,4523.04,6.00,,,4,3,13,2,,,,,,,,,,,8.00,3.00,1.00,2.00,30.00,3.00,4.00,
491.00,2,2.00,4,,,,210.00,,14,211.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,,1,,,,,6,,,6596.10,6.00,,,4,4,1,2,3,4,6,10,14,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,2.00,
492.00,10,4.00,2,13,,,90.00,,14,91.00,,13.00,1,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,2811.07,5.00,,,5,5,1,2,3,,,,,,,,,,8.00,3.00,9.00,1.00,50.00,2.00,4.00,1.00
493.00,2,2.00,4,,,,300.00,,14,301.00,,13.00,,1.00,,,,,,,,,,,,,,15.00,16.00,,1,,,,,,7,,6986.57,6.00,,,5,5,1,2,9,10,11,13,,,,,,,8.00,3.00,6.00,2.00,30.00,4.00,2.00,
494.00,3,3.00,3,,,,60.00,60.00,14,61.00,,12.00,1,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,5507.06,6.00,,,4,3,2,13,,,,,,,,,,,8.00,3.00,9.00,1.00,40.00,3.00,3.00,1.00
495.00,2,2.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,1,,,,,,6.00,,,,,,,,,,,,,,,,5,,,,5000.00,6.00,121.95,2.00,4,4,1,2,13,,,,,,,,,,8.00,3.00,9.00,2.00,30.00,3.00,2.00,1.00
496.00,3,3.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,,,1,2,,4,,6,,,3000.00,5.00,,,4,3,1,2,3,12,,,,,,,,,8.00,3.00,9.00,1.00,30.00,4.00,3.00,
497.00,5,4.00,2,13,,,120.00,,14,121.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3800.00,6.00,,,5,5,1,2,3,11,,,,,,,,,8.00,3.00,9.00,2.00,40.00,2.00,4.00,1.00
498.00,1,1.00,3,,,,360.00,,14,361.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,4,4,2,10,11,14,,,,,,,,,8.00,3.00,9.00,2.00,20.00,3.00,1.00,
499.00,2,2.00,4,,,,179.00,,14,180.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,17.00,1,,,,,6,,8,5753.65,6.00,,,2,4,3,4,5,6,14,,,,,,,,8.00,3.00,12.00,1.00,20.00,4.00,2.00,
500.00,10,4.00,1,2,10,3,149.00,,14,150.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1431.00,3.00,,,4,4,1,2,3,12,,,,,,,,,8.00,3.00,2.00,1.00,20.00,1.00,4.00,
501.00,1,1.00,3,,,,89.00,,14,90.00,,12.00,1,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,2468.40,5.00,,,4,4,1,2,13,,,,,,,,,,8.00,3.00,4.00,1.00,20.00,3.00,1.00,1.00
502.00,2,2.00,1,1,2,5,89.00,,14,90.00,,12.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1700.00,4.00,,,4,4,1,2,7,,,,,,,,,,8.00,3.00,5.00,2.00,20.00,1.00,2.00,1.00
503.00,1,1.00,3,,,,14.00,14.00,11,15.00,15.00,11.00,2,,2.00,3.00,,,,,,,,,,13.00,,15.00,,,,2,3,,,6,7,,3000.00,5.00,200.00,2.00,5,4,1,2,13,15,,,,,,,,,8.00,3.00,9.00,1.00,30.00,3.00,1.00,2.00
504.00,1,1.00,3,,,,45.00,45.00,13,46.00,46.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6000.00,6.00,130.43,2.00,5,5,10,13,,,,,,,,,,,8.00,3.00,9.00,1.00,30.00,3.00,1.00,1.00
505.00,7,4.00,3,,,,7.00,7.00,7,8.00,8.00,8.00,2,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,5862.50,6.00,732.81,7.00,5,5,13,,,,,,,,,,,,8.00,3.00,12.00,1.00,50.00,3.00,4.00,2.00
506.00,15,4.00,2,13,,,62.00,,14,63.00,,12.00,1,,,,,,,,,,10.00,,,,,,,,,,,,,6,,,1800.00,4.00,,,4,5,16,,,,,,,,,,,,8.00,3.00,10.00,1.00,20.00,2.00,4.00,1.00
507.00,8,4.00,3,,,,43.00,43.00,13,44.00,44.00,11.00,2,,,,,,,,,,,,12.00,,,,,,,,,,,6,,,7397.54,6.00,168.13,2.00,5,3,2,13,,,,,,,,,,,8.00,3.00,6.00,1.00,50.00,3.00,4.00,2.00
508.00,19,4.00,3,,,,77.00,,14,78.00,,12.00,2,1.00,,,,,,,,,10.00,,12.00,,,,,,1,,,,,6,,,6000.00,6.00,,,5,5,13,15,,,,,,,,,,,8.00,3.00,97.00,1.00,60.00,3.00,4.00,2.00
509.00,10,4.00,3,,,,40.00,40.00,13,41.00,41.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2630.24,5.00,64.15,1.00,4,3,13,,,,,,,,,,,,8.00,3.00,1.00,1.00,40.00,3.00,4.00,1.00
510.00,4,4.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,,,,,,1,2,,4,,,,,7067.25,6.00,,,5,4,5,1,2,3,4,14,,,,,,,8.00,3.00,1.00,2.00,20.00,4.00,4.00,
511.00,2,2.00,4,,,,364.00,,14,365.00,,13.00,,1.00,2.00,,4.00,,,,,,,,,13.00,,,,17.00,1,2,,4,,6,,8,7561.93,6.00,,,5,4,1,2,3,4,7,8,10,12,14,,,,8.00,3.00,1.00,1.00,20.00,4.00,2.00,
512.00,2,2.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,,98.00,,,5,5,1,2,3,4,10,14,,,,,,,8.00,3.00,11.00,2.00,20.00,4.00,2.00,
513.00,5,4.00,2,13,,,50.00,50.00,13,51.00,51.00,11.00,1,,,,,,,,,,,11.00,,,,,,,,,,,,6,,,4400.00,6.00,86.27,1.00,5,5,2,,,,,,,,,,,,8.00,3.00,9.00,2.00,50.00,2.00,4.00,1.00
514.00,3,3.00,3,,,,80.00,,14,81.00,,12.00,1,,,,,,,,,,,,,,,,16.00,,,,,,,,7,,6000.00,6.00,,,4,3,13,,,,,,,,,,,,8.00,3.00,9.00,1.00,50.00,3.00,3.00,1.00
515.00,1,1.00,4,,,,270.00,,14,271.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,,98.00,,,5,4,1,2,12,,,,,,,,,,8.00,3.00,9.00,1.00,20.00,4.00,1.00,
516.00,1,1.00,3,,,,13.00,13.00,11,14.00,14.00,11.00,2,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1431.00,3.00,102.21,2.00,4,4,1,2,13,,,,,,,,,,8.00,3.00,2.00,1.00,40.00,3.00,1.00,2.00
517.00,20,4.00,2,1,2,,179.00,,14,180.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,,98.00,,,3,4,1,2,3,,,,,,,,,,8.00,3.00,2.00,1.00,30.00,2.00,4.00,
518.00,1,1.00,4,,,,270.00,,14,271.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9444.60,6.00,,,4,4,1,2,3,6,,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,1.00,
519.00,10,4.00,2,13,,,210.00,,14,211.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,8586.00,6.00,,,4,4,1,2,,,,,,,,,,,8.00,3.00,2.00,1.00,30.00,2.00,4.00,
520.00,6,4.00,2,1,2,,210.00,,14,211.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4931.70,6.00,,,4,4,1,2,,,,,,,,,,,8.00,3.00,2.00,1.00,20.00,2.00,4.00,
521.00,4,4.00,2,2,1,,180.00,,14,181.00,,13.00,,,2.00,,4.00,,,,,,,,,,,,,,,2,,4,,,,,7397.54,6.00,,,4,4,1,2,3,,,,,,,,,,8.00,3.00,2.00,2.00,20.00,2.00,4.00,
522.00,2,2.00,3,,,,7.00,7.00,7,8.00,8.00,8.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,429.30,1.00,53.66,1.00,5,4,1,13,,,,,,,,,,,8.00,3.00,2.00,1.00,30.00,3.00,2.00,2.00
523.00,6,4.00,2,5,1,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,3148.20,6.00,,,4,4,1,,,,,,,,,,,,8.00,3.00,2.00,1.00,20.00,2.00,4.00,
524.00,4,4.00,2,1,3,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,2959.02,5.00,,,4,4,1,,,,,,,,,,,,8.00,3.00,2.00,1.00,20.00,2.00,4.00,
525.00,1,1.00,4,,,,364.00,,14,365.00,,13.00,,,,,,,,,,,,,,,,,16.00,17.00,,,,,,,7,8,6010.20,6.00,,,5,4,1,2,3,10,,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,1.00,
526.00,10,4.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,9863.39,6.00,,,4,3,1,2,7,8,11,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,4.00,
527.00,10,4.00,2,1,2,3,29.00,29.00,12,30.00,30.00,11.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,1643.90,4.00,54.80,1.00,4,4,1,2,3,,,,,,,,,,8.00,3.00,2.00,1.00,40.00,2.00,4.00,1.00
528.00,5,4.00,4,,,,180.00,,14,181.00,,13.00,,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,6575.59,6.00,,,4,4,1,,,,,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,4.00,
529.00,3,3.00,2,13,,,240.00,,14,241.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,6575.59,6.00,,,4,5,1,2,,,,,,,,,,,8.00,3.00,2.00,2.00,20.00,2.00,3.00,
530.00,1,1.00,4,,,,150.00,,14,151.00,,13.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,4293.00,6.00,,,5,4,1,2,3,,,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,1.00,1.00
531.00,2,2.00,3,,,,95.00,,14,96.00,,13.00,1,1.00,,,,5.00,,7.00,,,,,,,,,,,1,,,,5,,,,,98.00,,,5,5,1,2,3,13,4,,,,,,,,8.00,3.00,2.00,1.00,30.00,3.00,2.00,1.00
532.00,5,4.00,4,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,,,,,,,,,,,,1,2,,,,,,,8219.49,6.00,,,4,4,11,1,2,3,,,,,,,,,8.00,3.00,2.00,2.00,20.00,4.00,4.00,
533.00,6,4.00,3,,,,9.00,9.00,9,10.00,10.00,10.00,2,,,,4.00,,,,,,,,,,,,,,,,,4,,,,,2862.00,5.00,286.20,3.00,4,4,1,2,13,,,,,,,,,,8.00,3.00,2.00,1.00,30.00,3.00,4.00,2.00
534.00,2,2.00,3,,,,180.00,,14,181.00,,13.00,,1.00,2.00,,,,,7.00,,,10.00,,,13.00,,,,,1,2,,,5,6,,,,98.00,,,4,5,3,4,13,,,,,,,,,,8.00,3.00,11.00,1.00,30.00,3.00,2.00,
535.00,1,1.00,3,,,,62.00,,14,63.00,,12.00,1,,,,,,,,,,,,,,,15.00,,,,,,,,,7,,10000.00,6.00,,,5,5,1,2,13,,,,,,,,,,8.00,3.00,9.00,1.00,30.00,3.00,1.00,1.00
536.00,4,4.00,3,,,,32.00,32.00,13,33.00,33.00,11.00,2,,2.00,,,,,,,,,,,,,,,,,2,,,,,,,3287.80,6.00,99.63,1.00,5,5,13,,,,,,,,,,,,8.00,3.00,12.00,1.00,40.00,3.00,4.00,2.00
537.00,1,1.00,4,,,,184.00,,14,185.00,,13.00,,1.00,,,,,,,,,,,,13.00,,,,17.00,1,,,,,6,,8,,98.00,,,4,5,14,1,2,3,4,10,,,,,,,8.00,3.00,97.00,1.00,20.00,4.00,1.00,
538.00,2,2.00,4,,,,300.00,,14,301.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,,,,,,1,2,3,,,,,,6575.59,6.00,,,4,4,1,2,3,14,4,5,6,8,,,,,8.00,3.00,2.00,2.00,20.00,4.00,2.00,
539.00,5,4.00,2,13,,,82.00,,14,83.00,,12.00,1,1.00,,,,,,,,,,,,,,,,,1,,,,,,,,3500.00,6.00,,,5,5,16,,,,,,,,,,,,8.00,3.00,9.00,1.00,20.00,2.00,4.00,1.00
540.00,1,1.00,3,,,,360.00,,14,361.00,,13.00,,1.00,2.00,3.00,,,,,,,,,,13.00,,,,,1,2,3,,,6,,,4109.75,6.00,,,5,5,3,4,5,7,13,,,,,,,,8.00,3.00,9.00,2.00,20.00,3.00,1.00,
541.00,2,2.00,3,,,,21.00,21.00,12,22.00,22.00,11.00,2,1.00,,,,,6.00,,,,,,,,,,,,1,,,,5,,,,5862.50,6.00,266.48,3.00,4,3,1,13,,,,,,,,,,,8.00,3.00,12.00,1.00,40.00,3.00,2.00,2.00
