pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a99,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인MIS,총액1인TOT2,총액1인MIS_개별국제교통비제외,총액1인TOT항공제외2,C총액1인MIS,C총액1인TOT2,C총액1인MIS_개별국제교통비제외,C총액1인TOT항공제외2,MDAY전체,MDAY전체TOT_RAW2,MDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외,MDAY전체TOT_RAW61항공제외2,RDAY전체,RDAY전체TOT_RAW2,RDAY전체TOT_RAW61,RDAY전체_개별국제교통비제외,RDAY전체TOT_RAW61항공제외2,MDAY개별대체,MDAY에어대체,MDAY단체대체,MDAY개별61대체,MDAY에어61대체,MDAY단체61대체,MDAY개별61항공제외대체,MDAY에어61항공제외대체,MDAY단체61항공제외대체,RDAY개별대체,RDAY에어대체,RDAY단체대체,RDAY개별61대체,RDAY에어61대체,RDAY단체61대체,RDAY개별61항공제외대체,RDAY에어61항공제외대체,RDAY단체61항공제외대체,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q13,Q14,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight
9698.0,5.00,4.00,5.00,1,1,11,2,4,5,3,,,2,,,13,2,1,7,4,,1,,,,5,,,4,,,,4,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,,,,,,,,,,13,,,,,,,13,2,1,11540.0,11008.0,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,7.00,8.00,8.00,3.00,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,7.00,,,,,,,,7.00,,,,,,,,,12072.50,,9549.51,98.00,6.00,98.00,5.00,,1760.79,1760.79,,1249.43,,5.00,5.00,,5.00,1760.79,,,1760.79,,,1249.43,,,5.00,,,5.00,,,5.00,,,0.00,0.00,614.60,65.85,0.00,219.50,0.00,0.00,0.00,0.00,0.00,0.00,87.80,0.00,0.00,0.00,0.00,21.95,87.80,10975.00,0.00,0.00,1.00,1.00,5.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,2.00,3.00,4.00,1.00,1.00,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,6,,5,5,4,,,,,,,,,,,5,,,5,5,5,5,5,5,5,5,5,5,,4,4,6.00,2.00,2.00,2.00,2.00,1.00,4.00,1.00,814.70
9699.0,5.00,4.00,5.00,2,1,8,10,,12,,,,10,,,1,2,,2,4,,4,2,,,,,,5,2,3,,4,1,,,,,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,,,,,,,,,,,,,,,,,2,1,,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,993.60,993.60,993.60,993.60,1.00,1.00,1.00,1.00,331.20,331.20,331.20,331.20,331.20,4.00,4.00,4.00,4.00,4.00,,331.20,,,331.20,,,331.20,,,4.00,,,4.00,,,4.00,,417.60,0.00,,108.00,0.00,,,,0.00,0.00,0.00,14.40,21.60,0.00,0.00,0.00,0.00,432.00,0.00,0.00,0.00,0.00,3.00,1.00,,4.00,1.00,,,,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,,2,3,,5,,,,,,,,,0.00,20.00,50.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,4,3,4,4,4,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,,5,5,6.00,2.00,2.00,2.00,5.00,1.00,4.00,2.00,1623.13
9700.0,5.00,4.00,5.00,1,3,,,,5,1,4,,2,,,,,,,,,4,5,7,,,,,7,4,2,,1,1,,,,,6,,8,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,,5,,,,,,,,,,,,,,,2,1,5,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,3.00,,,,,,,,3.00,,,,,,,,5384.59,5384.59,4962.49,4962.49,5.00,5.00,4.00,4.00,1346.15,1346.15,1346.15,1240.62,1240.62,5.00,5.00,5.00,5.00,5.00,1346.15,,,1346.15,,,1240.62,,,5.00,,,5.00,,,5.00,,,0.00,0.00,337.68,281.40,42.21,422.10,0.00,0.00,0.00,0.00,0.00,70.35,0.00,0.00,0.00,0.00,0.00,4221.00,9.85,0.00,0.00,0.00,1.00,1.00,4.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,,,3,4,,,,,9,,,,,0.00,0.00,30.00,50.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,2,4,,5,5,5,,,5,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,6.00,2.00,1.00,2.00,3.00,3.00,4.00,1.00,1564.48
9701.0,3.00,3.00,5.00,1,1,7,,,,,,15,,,,7,12,2,2,3,,3,1,4,,2,1,11,,,,11,3,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,,,,7,,,,,,,,,,,,,7,2,1,11114.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,784.80,784.80,352.80,352.80,1.00,1.00,1.00,1.00,261.60,261.60,261.60,117.60,117.60,3.00,3.00,3.00,3.00,3.00,261.60,,,261.60,,,117.60,,,3.00,,,3.00,,,3.00,,,0.00,0.00,64.80,72.00,0.00,432.00,0.00,0.00,0.00,0.00,0.00,14.40,21.60,0.00,0.00,122.40,0.00,36.00,21.60,0.00,0.00,0.00,1.00,1.00,2.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,4.00,1.00,3.00,2.00,1.00,1.00,1.00,,2,,,,,,,,,,,,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,6,,4,4,5,,,,,5,,,,,,,,,5,4,5,5,5,5,5,9,5,9,,5,5,6.00,2.00,2.00,2.00,4.00,1.00,3.00,1.00,1322.73
9702.0,1.00,1.00,,2,1,9,,,,,,15,,,,2,1,,4,,,1,4,,,5,,,,,,11,6,1,,,,,,,,,,,2.00,,,3,,5,,,,4.00,3.00,0.00,4.00,3.00,3.00,3.00,0.00,3.00,3.00,1,2,,,,,,,,,,,,,,,,,,2,1,,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,873.00,873.00,873.00,873.00,1.00,1.00,1.00,1.00,291.00,291.00,291.00,291.00,291.00,3.00,3.00,3.00,3.00,3.00,,291.00,,,291.00,,,291.00,,,3.00,,,3.00,,,3.00,,612.00,0.00,,90.00,18.00,,,,0.00,0.00,0.00,9.00,9.00,0.00,0.00,0.00,0.00,126.00,9.00,0.00,0.00,0.00,4.00,1.00,,3.00,2.00,,,,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,2,,,,,,8,,,,,,25.00,50.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,6,,,5,4,3,,,,,,,,,,,,,,2,4,3,4,4,5,5,9,5,9,,4,5,6.00,2.00,2.00,1.00,2.00,1.00,1.00,2.00,640.91
9703.0,5.00,4.00,5.00,1,4,,,,1,5,6,,9,7,6,,,,,,,4,1,6,,6,5,2,8,,,,4,,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,,2,,,,6,7,8,9,10,11,,,,,,,18,,7,2,10,11002.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,89.00,90.00,,12.00,89.00,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00,,,,,,,,,89.00,,,,,,,,,5628.00,5628.00,5205.90,5205.90,5.00,5.00,5.00,5.00,,62.53,,,,,2.00,,,,62.53,,,,,,,,,2.00,,,,,,,,,0.00,0.00,1407.00,703.50,562.80,422.10,0.00,0.00,0.00,0.00,0.00,281.40,422.10,0.00,0.00,703.50,0.00,703.50,140.70,0.00,0.00,281.40,1.00,1.00,5.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,4.00,4.00,1.00,1.00,4.00,1,,,,,,,,,,11,12,,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,30.00,0.00,6,5,,5,,5,,,,5,5,4,4,5,5,,,,,4,5,5,5,5,5,5,5,5,4,,5,5,6.00,2.00,1.00,2.00,2.00,4.00,4.00,1.00,1160.47
9704.0,10.00,4.00,5.00,1,2,2,3,,3,2,,,5,10,,16,2,1,10,2,,1,,,,3,2,4,3,,,,2,,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,,,,,,,,,,,,,,,,19,19,2,1,28505.0,,,,,1,,3,,,,,,,,,,,,,,,1.00,,3.00,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,0.00,,3.00,,,,,,,,,,,,,,,1.00,,4.00,,,,,,,,,,,,,,,0.00,,3.00,,,,,,,,,,,,,,,1.00,,4.00,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,3.00,,,,,,,,3.00,,691.20,691.20,259.20,259.20,1.00,1.00,1.00,1.00,172.80,172.80,172.80,64.80,64.80,3.00,3.00,3.00,2.00,2.00,172.80,,,172.80,,,64.80,,,3.00,,,3.00,,,2.00,,,0.00,0.00,0.00,72.00,72.00,432.00,0.00,0.00,0.00,0.00,0.00,7.20,36.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,3.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1,2,,,,,,,,,,,,70.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,,,4,4,4,,,,,,,,,,,,,,3,4,4,3,4,4,4,9,4,9,,5,4,6.00,2.00,2.00,2.00,4.00,2.00,4.00,1.00,1322.73
9705.0,4.00,4.00,5.00,1,1,8,,,9,,,,9,,,1,2,,4,,,4,3,1,,5,,,,,,11,4,1,,,,,,,,,,,2.00,,,,,,6,,,72.00,71.00,0.00,72.00,71.00,3.00,3.00,0.00,3.00,3.00,1,2,,,,,,,,,,,,,,,,,,2,1,,11002.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,662.40,662.40,302.40,302.40,1.00,1.00,1.00,1.00,220.80,220.80,220.80,100.80,100.80,3.00,3.00,3.00,3.00,3.00,220.80,,,220.80,,,100.80,,,3.00,,,3.00,,,3.00,,,0.00,0.00,144.00,72.00,0.00,360.00,0.00,0.00,0.00,0.00,0.00,14.40,0.00,0.00,0.00,0.00,0.00,72.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1,2,,,,,,,,,,,,70.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,7,5,5,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,6.00,2.00,2.00,2.00,2.00,1.00,4.00,1.00,814.70
9706.0,3.00,3.00,5.00,1,1,2,4,,12,6,,,10,,,2,1,,4,,,1,,,,1,5,10,,,,11,4,1,,,,,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,,,,,,,,,,,,,,,,,2,1,,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,1110.60,1110.60,678.60,678.60,2.00,2.00,1.00,1.00,370.20,370.20,370.20,226.20,226.20,4.00,4.00,4.00,3.00,3.00,370.20,,,370.20,,,226.20,,,4.00,,,4.00,,,3.00,,,0.00,0.00,144.00,108.00,36.00,432.00,0.00,0.00,0.00,0.00,0.00,0.00,25.20,0.00,0.00,0.00,0.00,360.00,5.40,0.00,0.00,0.00,1.00,1.00,3.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,,,3,4,,,,,,,,,,0.00,0.00,90.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,,5,5,5,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,6.00,2.00,2.00,1.00,5.00,1.00,3.00,1.00,1507.70
9707.0,1.00,1.00,,3,4,,,,,,,15,,,,,,,,,,1,4,,,3,,,4,,,,4,,,,,,,,,,,,2.00,,,,,,,7,,20.00,19.00,0.00,20.00,19.00,3.00,3.00,0.00,3.00,3.00,1,2,,4,,,,,,,11,,,,,,,,,11,1,4,11001.0,11054.0,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,813.60,813.60,813.60,813.60,1.00,1.00,1.00,1.00,271.20,271.20,271.20,271.20,271.20,3.00,3.00,3.00,3.00,3.00,,,271.20,,,271.20,,,271.20,,,3.00,,,3.00,,,3.00,720.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,21.60,0.00,0.00,0.00,4.00,1.00,,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,2.00,1.00,1.00,1.00,,2,,,,,,,9,,,,,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,0.00,2,4,,5,3,3,,3,,,,,,,4,,,,,3,3,4,3,4,3,3,3,5,3,3,4,4,6.00,2.00,2.00,1.00,4.00,4.00,1.00,3.00,1093.44
9708.0,1.00,1.00,,3,1,9,7,5,5,6,12,,1,9,7,10,1,2,4,3,2,3,1,4,,5,4,6,4,6,3,,4,,,,,,,,,,,,2.00,,,,,,,7,,20.00,19.00,0.00,20.00,19.00,3.00,3.00,0.00,3.00,3.00,1,2,3,4,,,,,,,,,,,,,,,,4,3,1,11012.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,849.60,849.60,849.60,849.60,1.00,1.00,1.00,1.00,283.20,283.20,283.20,283.20,283.20,3.00,3.00,3.00,3.00,3.00,,,283.20,,,283.20,,,283.20,,,3.00,,,3.00,,,3.00,720.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,21.60,0.00,0.00,0.00,4.00,1.00,,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,2,,,,,,,,,,,,60.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,4,3,4,4,4,3,3,,,,,,,,,,,,4,4,4,3,4,4,3,3,3,3,3,3,3,6.00,2.00,2.00,1.00,5.00,1.00,1.00,3.00,1507.70
9709.0,1.00,1.00,,3,1,6,5,10,,,,15,,,,3,5,6,3,,,3,,,,,,,4,8,6,,4,,,,,,,,,,,,2.00,,,,,,,7,,20.00,19.00,0.00,20.00,19.00,3.00,3.00,0.00,3.00,3.00,1,2,3,,5,,,,,,,,,14,,16,17,18,,18,16,17,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,885.60,885.60,885.60,885.60,1.00,1.00,1.00,1.00,295.20,295.20,295.20,295.20,295.20,3.00,3.00,3.00,3.00,3.00,,,295.20,,,295.20,,,295.20,,,3.00,,,3.00,,,3.00,720.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,144.00,21.60,0.00,0.00,0.00,4.00,1.00,,1.00,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,,3,,,,,,,,,,,50.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,2,,5,5,5,5,,5,,,,,,,,,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,6.00,2.00,2.00,1.00,4.00,1.00,1.00,3.00,1093.44
9710.0,10.00,4.00,5.00,1,2,2,10,4,6,12,5,,10,2,9,2,12,7,4,2,6,4,1,,,5,6,1,,,,11,1,,,,,,,,,,,,2.00,,,,4,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,,,,,,,,,,,,,,,,,2,1,,11002.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,3.00,4.00,4.00,2.00,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,3.00,,,,,,,,3.00,,410.40,410.40,194.40,194.40,1.00,1.00,1.00,1.00,102.60,102.60,102.60,48.60,48.60,3.00,3.00,3.00,1.00,1.00,102.60,,,102.60,,,48.60,,,3.00,,,3.00,,,1.00,,,0.00,0.00,0.00,36.00,36.00,216.00,0.00,0.00,0.00,0.00,0.00,7.20,7.20,0.00,0.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,3.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,2.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,,,3,,5,,,,,,,,,0.00,0.00,60.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6,,,4,4,4,,,,,,,,,,,,,,4,5,5,5,5,5,5,3,5,5,,5,5,6.00,2.00,2.00,2.00,5.00,2.00,4.00,1.00,1623.13
9711.0,20.00,4.00,5.00,1,1,7,5,4,8,,,,2,,,7,2,8,10,1,3,1,4,,,10,6,2,2,,,,5,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,,,,7,,,,,,,,,,,,,7,2,1,11507.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,4.00,5.00,5.00,2.00,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,4.00,,,,,,,,4.00,,,,,,,,1288.80,1288.80,784.80,784.80,2.00,2.00,1.00,1.00,257.76,257.76,257.76,156.96,156.96,3.00,3.00,3.00,3.00,3.00,257.76,,,257.76,,,156.96,,,3.00,,,3.00,,,3.00,,,0.00,0.00,360.00,144.00,36.00,0.00,504.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,72.00,0.00,144.00,10.80,0.00,0.00,0.00,1.00,1.00,4.00,4.00,3.00,1.00,5.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,4.00,2.00,1.00,1.00,1.00,,2,3,,,,,,,,11,,,0.00,10.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,6,,,4,4,5,4,,,,5,,,,,,,,,4,3,4,4,4,4,4,5,5,4,,5,5,6.00,2.00,2.00,2.00,6.00,1.00,4.00,1.00,1623.13
