ID,D_AGE,AGE_NAME,IS_HALLYU,IS_FIT,IS_FAMILY,IS_SOLO,TOTAL_SPEND
1,2.00,20대,1,1,0,1,5
2,3.00,30대,0,1,0,0,5
3,1.00,10대,1,1,0,0,5
4,5.00,50대,1,1,0,0,4
5,4.00,40대,1,1,1,0,5
6,4.00,40대,1,1,0,0,5
7,3.00,30대,1,1,0,0,5
8,2.00,20대,1,1,0,0,4
9,5.00,50대,1,1,0,0,5
10,2.00,20대,1,1,0,0,4
11,2.00,20대,0,1,0,0,5
12,3.00,30대,0,1,0,0,4
13,3.00,30대,1,1,0,0,5
14,2.00,20대,1,1,0,1,5
15,3.00,30대,1,0,0,0,4
16,4.00,40대,0,1,1,0,4
17,2.00,20대,1,1,0,0,5
18,2.00,20대,1,1,1,0,4
19,4.00,40대,1,1,0,0,5
20,4.00,40대,1,0,0,0,5
21,3.00,30대,1,1,0,0,5
22,4.00,40대,1,1,0,0,4
23,2.00,20대,1,1,0,0,5
24,2.00,20대,1,1,0,0,4
25,2.00,20대,1,1,1,0,4
26,2.00,20대,0,1,0,0,5
27,2.00,20대,1,1,0,0,5
28,4.00,40대,0,1,0,0,4
29,3.00,30대,0,1,0,0,5
30,3.00,30대,1,1,0,0,5
31,4.00,40대,1,1,0,0,5
32,4.00,40대,0,1,0,0,4
33,3.00,30대,0,1,0,0,5
34,3.00,30대,1,1,0,0,5
35,3.00,30대,1,1,0,1,5
36,5.00,50대,0,1,0,1,5
37,1.00,10대,1,1,0,1,5
38,3.00,30대,0,0,0,0,4
39,4.00,40대,1,1,0,0,4
40,3.00,30대,1,1,0,0,4
41,3.00,30대,0,1,1,0,5
42,2.00,20대,1,1,0,0,4
43,3.00,30대,1,1,0,0,5
44,3.00,30대,0,1,0,0,5
45,3.00,30대,1,1,0,0,5
46,4.00,40대,0,1,0,0,5
47,2.00,20대,1,1,0,0,4
48,2.00,20대,0,1,0,0,3
49,4.00,40대,0,0,1,0,4
50,2.00,20대,1,1,1,0,5
51,3.00,30대,1,1,0,1,5
52,3.00,30대,1,1,0,1,5
53,2.00,20대,0,1,1,0,4
54,4.00,40대,0,1,0,0,5
55,2.00,20대,0,1,1,0,3
56,3.00,30대,0,1,0,1,4
57,3.00,30대,0,1,0,0,5
58,3.00,30대,1,1,1,0,5
59,5.00,50대,0,1,0,0,5
60,6.00,60대이상,1,1,0,1,5
61,6.00,60대이상,1,1,0,0,5
62,4.00,40대,1,1,0,1,5
63,3.00,30대,1,1,0,0,5
64,3.00,30대,0,1,0,1,3
65,5.00,50대,1,1,0,0,5
66,1.00,10대,1,0,0,0,5
67,2.00,20대,1,1,0,0,5
68,2.00,20대,1,1,0,0,5
69,3.00,30대,1,1,0,0,5
70,6.00,60대이상,0,1,0,0,5
71,3.00,30대,1,1,0,0,4
72,2.00,20대,0,0,0,1,4
73,3.00,30대,0,1,0,0,5
74,5.00,50대,1,1,0,0,4
75,2.00,20대,0,1,0,0,5
76,5.00,50대,1,0,0,0,5
77,5.00,50대,1,1,0,0,4
78,2.00,20대,0,1,0,1,5
79,4.00,40대,1,1,0,0,4
80,2.00,20대,0,1,0,0,5
81,4.00,40대,1,1,1,0,5
82,6.00,60대이상,0,1,0,1,5
83,2.00,20대,0,1,0,0,5
84,5.00,50대,1,1,0,1,5
85,2.00,20대,0,1,0,0,5
86,2.00,20대,0,1,0,0,4
87,3.00,30대,0,1,1,0,5
88,3.00,30대,1,1,1,0,5
89,4.00,40대,0,1,0,0,4
90,5.00,50대,0,0,1,0,4
91,3.00,30대,1,1,0,0,5
92,1.00,10대,0,1,0,0,5
93,4.00,40대,1,1,0,0,5
94,1.00,10대,0,0,0,0,5
95,2.00,20대,1,1,0,0,4
96,3.00,30대,0,1,0,1,5
97,5.00,50대,1,1,0,0,5
98,4.00,40대,1,0,0,0,5
99,2.00,20대,1,1,1,0,5
100,2.00,20대,1,1,0,0,5
101,1.00,10대,1,1,0,0,5
102,2.00,20대,0,0,0,0,5
103,3.00,30대,0,1,0,0,4
104,2.00,20대,0,1,0,0,5
105,4.00,40대,0,1,1,0,3
106,3.00,30대,1,1,0,0,5
107,3.00,30대,0,1,0,0,4
108,2.00,20대,0,1,0,1,5
109,6.00,60대이상,1,1,0,0,4
110,3.00,30대,1,1,0,1,5
111,2.00,20대,1,1,0,1,5
112,5.00,50대,0,1,0,0,3
113,5.00,50대,0,1,1,0,5
114,2.00,20대,0,1,1,0,4
115,3.00,30대,0,1,0,0,3
116,2.00,20대,1,1,1,0,5
117,2.00,20대,0,1,0,0,5
118,3.00,30대,1,1,0,0,5
119,3.00,30대,1,1,0,0,5
120,2.00,20대,0,0,0,0,5
121,4.00,40대,1,1,0,1,5
122,4.00,40대,1,1,1,0,5
123,3.00,30대,1,1,0,0,5
124,3.00,30대,1,1,0,0,5
125,4.00,40대,1,0,0,0,5
126,3.00,30대,0,1,0,0,5
127,4.00,40대,1,1,0,0,5
128,3.00,30대,0,1,0,0,4
129,2.00,20대,1,1,0,0,5
130,3.00,30대,0,1,0,0,5
131,2.00,20대,0,1,0,0,5
132,3.00,30대,1,0,0,1,5
133,3.00,30대,1,0,0,0,5
134,3.00,30대,0,1,0,0,5
135,1.00,10대,1,1,1,0,4
136,2.00,20대,0,1,0,0,5
137,1.00,10대,1,0,0,0,5
138,2.00,20대,1,0,0,0,5
139,3.00,30대,1,1,0,0,1
140,3.00,30대,1,1,0,0,5
141,3.00,30대,0,1,0,1,5
142,2.00,20대,1,1,0,0,5
143,2.00,20대,0,1,0,0,3
144,2.00,20대,0,0,0,0,5
145,2.00,20대,0,1,0,0,5
146,3.00,30대,0,1,0,0,4
147,3.00,30대,0,1,0,0,5
148,2.00,20대,1,1,0,0,5
149,3.00,30대,1,1,0,0,5
150,4.00,40대,1,1,0,0,5
151,3.00,30대,0,1,1,0,4
152,3.00,30대,1,1,0,0,5
153,5.00,50대,1,1,0,0,4
154,3.00,30대,0,0,0,1,4
155,3.00,30대,0,1,0,0,4
156,4.00,40대,0,1,0,0,5
157,3.00,30대,1,1,0,0,5
158,4.00,40대,0,0,1,0,5
159,3.00,30대,0,1,0,0,5
160,2.00,20대,1,1,0,1,4
161,3.00,30대,0,0,0,0,4
162,6.00,60대이상,1,1,0,0,5
163,1.00,10대,0,0,1,0,5
164,2.00,20대,0,1,0,0,5
165,5.00,50대,1,1,0,0,5
166,5.00,50대,1,1,0,1,5
167,4.00,40대,1,1,0,0,5
168,3.00,30대,0,1,0,0,4
169,5.00,50대,0,0,0,0,4
170,5.00,50대,1,1,0,0,5
171,2.00,20대,1,1,0,0,5
172,3.00,30대,1,1,0,0,5
173,5.00,50대,0,1,0,0,5
174,3.00,30대,0,0,1,0,5
175,6.00,60대이상,1,1,0,0,4
176,3.00,30대,0,1,0,0,4
177,4.00,40대,0,1,0,1,4
178,3.00,30대,0,1,1,0,5
179,4.00,40대,0,1,0,0,4
180,5.00,50대,0,1,1,0,5
181,2.00,20대,1,0,0,0,5
182,5.00,50대,1,1,0,0,5
183,2.00,20대,1,1,1,0,5
184,2.00,20대,0,1,0,0,5
185,3.00,30대,1,1,1,0,5
186,2.00,20대,0,1,0,0,5
187,5.00,50대,1,0,0,1,4
188,3.00,30대,1,1,0,1,5
189,2.00,20대,0,1,0,0,5
190,3.00,30대,1,1,0,0,5
191,5.00,50대,1,1,0,0,5
192,4.00,40대,1,1,0,0,5
193,4.00,40대,0,1,0,0,5
194,3.00,30대,1,1,0,0,5
195,4.00,40대,1,1,0,0,5
196,3.00,30대,0,1,1,0,5
197,1.00,10대,1,1,0,0,4
198,2.00,20대,0,1,0,0,5
199,3.00,30대,1,1,0,0,4
200,5.00,50대,0,1,0,0,4
201,2.00,20대,1,1,0,0,5
202,2.00,20대,0,1,0,0,5
203,5.00,50대,1,1,0,0,4
204,2.00,20대,1,1,0,0,5
205,3.00,30대,1,1,0,0,5
206,3.00,30대,1,1,0,1,4
207,4.00,40대,1,1,0,0,5
208,4.00,40대,1,1,0,1,5
209,4.00,40대,0,1,0,1,5
210,3.00,30대,1,1,1,0,4
211,2.00,20대,0,1,0,0,2
212,4.00,40대,0,1,0,0,5
213,5.00,50대,1,1,0,0,4
214,2.00,20대,1,0,0,0,5
215,2.00,20대,1,1,0,0,5
216,2.00,20대,0,1,0,1,5
217,3.00,30대,1,1,0,0,4
218,2.00,20대,0,1,0,0,5
219,4.00,40대,0,1,0,0,5
220,3.00,30대,1,1,1,0,5
221,2.00,20대,1,1,0,0,5
222,2.00,20대,1,1,0,1,5
223,2.00,20대,0,1,0,0,5
224,5.00,50대,1,1,0,1,3
225,2.00,20대,1,1,0,0,5
226,3.00,30대,1,1,0,0,4
227,2.00,20대,1,1,0,1,5
228,5.00,50대,0,1,0,0,5
229,3.00,30대,0,1,1,0,5
230,5.00,50대,1,1,0,0,4
231,2.00,20대,1,1,1,0,5
232,4.00,40대,1,1,1,0,5
233,5.00,50대,1,1,0,1,5
234,2.00,20대,0,1,0,0,5
235,3.00,30대,1,1,1,0,5
236,4.00,40대,0,1,0,0,3
237,2.00,20대,1,1,0,0,4
238,5.00,50대,1,1,0,0,4
239,3.00,30대,1,1,0,0,5
240,3.00,30대,1,0,1,0,5
241,3.00,30대,0,1,0,1,5
242,2.00,20대,1,1,0,0,5
243,3.00,30대,0,1,1,0,5
244,4.00,40대,1,1,1,0,4
245,4.00,40대,1,1,0,1,5
246,3.00,30대,0,1,0,0,4
247,4.00,40대,0,0,0,0,5
248,4.00,40대,1,1,0,0,5
249,3.00,30대,0,1,1,0,4
250,2.00,20대,1,1,0,0,3
251,4.00,40대,0,1,0,0,4
252,2.00,20대,0,0,0,0,5
253,1.00,10대,0,0,0,0,4
254,5.00,50대,0,1,0,0,4
255,4.00,40대,1,1,0,0,4
256,3.00,30대,0,1,1,0,5
257,5.00,50대,1,1,0,1,5
258,2.00,20대,1,1,1,0,5
259,3.00,30대,1,1,0,0,5
260,2.00,20대,1,1,0,0,5
261,2.00,20대,1,1,0,0,5
262,5.00,50대,1,1,0,0,5
263,3.00,30대,1,1,0,0,5
264,5.00,50대,1,1,0,0,5
265,3.00,30대,1,1,0,0,5
266,1.00,10대,1,1,1,0,5
267,2.00,20대,1,1,0,0,5
268,3.00,30대,1,1,0,1,5
269,6.00,60대이상,0,1,0,0,5
270,4.00,40대,0,1,0,0,5
271,3.00,30대,0,1,0,1,5
272,3.00,30대,1,1,0,1,4
273,5.00,50대,0,1,0,0,4
274,2.00,20대,0,1,0,0,5
275,3.00,30대,0,0,0,0,5
276,2.00,20대,0,1,0,0,4
277,2.00,20대,1,1,0,0,5
278,2.00,20대,1,1,1,0,5
279,3.00,30대,1,1,1,0,5
280,3.00,30대,1,0,0,0,5
281,2.00,20대,1,1,0,0,4
282,3.00,30대,1,1,0,1,5
283,1.00,10대,0,1,1,0,5
284,3.00,30대,1,1,1,0,4
285,4.00,40대,0,1,1,0,4
286,3.00,30대,1,1,1,0,5
287,5.00,50대,0,1,1,0,4
288,3.00,30대,1,1,0,0,5
289,5.00,50대,1,1,0,0,5
290,2.00,20대,1,1,0,0,5
291,5.00,50대,0,1,0,0,5
292,3.00,30대,1,1,0,0,4
293,2.00,20대,0,1,1,0,3
294,6.00,60대이상,1,1,0,1,5
295,2.00,20대,0,1,1,0,5
296,2.00,20대,1,1,1,0,5
297,2.00,20대,1,1,0,0,5
298,1.00,10대,1,1,0,0,5
299,4.00,40대,1,0,0,0,3
300,3.00,30대,0,0,0,1,4
301,2.00,20대,1,1,1,0,4
302,2.00,20대,0,1,0,1,5
303,2.00,20대,0,1,0,0,5
304,1.00,10대,0,1,0,0,5
305,4.00,40대,1,1,1,0,5
306,3.00,30대,1,1,1,0,5
307,5.00,50대,0,1,0,0,4
308,2.00,20대,0,1,1,0,4
309,2.00,20대,0,1,1,0,5
310,2.00,20대,1,1,1,0,5
311,4.00,40대,0,0,0,0,5
312,3.00,30대,0,0,1,0,5
313,2.00,20대,0,0,1,0,5
314,6.00,60대이상,1,1,0,0,4
315,6.00,60대이상,0,1,0,0,5
316,4.00,40대,1,1,0,0,5
317,6.00,60대이상,0,1,0,0,5
318,4.00,40대,0,1,0,0,4
319,5.00,50대,0,1,0,0,5
320,3.00,30대,0,1,0,1,5
321,2.00,20대,1,1,0,0,5
322,3.00,30대,0,1,0,0,5
323,3.00,30대,0,0,0,1,5
324,5.00,50대,1,1,0,0,4
325,6.00,60대이상,0,1,1,0,5
326,6.00,60대이상,0,1,0,0,5
327,2.00,20대,1,1,0,1,5
328,2.00,20대,1,0,1,0,5
329,2.00,20대,1,1,1,0,5
330,2.00,20대,1,0,0,0,5
331,2.00,20대,0,0,0,1,5
332,4.00,40대,0,0,0,1,5
333,6.00,60대이상,1,1,0,1,5
334,5.00,50대,0,1,0,0,5
335,4.00,40대,0,1,0,0,5
336,4.00,40대,0,1,0,0,5
337,2.00,20대,0,1,0,0,4
338,5.00,50대,0,1,0,0,4
339,4.00,40대,0,1,0,0,4
340,4.00,40대,1,1,0,0,5
341,3.00,30대,1,1,0,0,4
342,1.00,10대,0,1,0,1,5
343,3.00,30대,0,1,0,0,4
344,3.00,30대,1,1,0,0,5
345,5.00,50대,1,1,0,0,5
346,2.00,20대,0,1,0,0,5
347,4.00,40대,0,0,0,0,4
348,2.00,20대,1,1,1,0,5
349,3.00,30대,1,1,0,1,2
350,2.00,20대,1,1,0,0,5
351,4.00,40대,1,1,1,0,5
352,6.00,60대이상,1,0,0,0,5
353,2.00,20대,1,1,1,0,5
354,3.00,30대,0,1,0,0,4
355,1.00,10대,0,1,0,0,5
356,4.00,40대,0,0,0,0,5
357,3.00,30대,0,1,0,1,5
358,2.00,20대,1,1,0,1,3
359,4.00,40대,1,1,0,0,5
360,2.00,20대,0,0,1,0,4
361,4.00,40대,0,1,0,0,5
362,5.00,50대,0,1,0,0,4
363,5.00,50대,0,1,1,0,4
364,4.00,40대,1,1,0,0,5
365,4.00,40대,0,0,1,0,5
366,3.00,30대,0,1,1,0,5
367,2.00,20대,1,1,0,0,5
368,2.00,20대,1,1,0,0,4
369,3.00,30대,1,1,0,0,5
370,4.00,40대,0,0,0,1,5
371,2.00,20대,1,1,0,0,4
372,2.00,20대,0,1,0,0,5
373,3.00,30대,0,1,0,1,5
374,2.00,20대,0,1,1,0,5
375,1.00,10대,1,1,1,0,5
376,2.00,20대,1,1,0,0,5
377,5.00,50대,0,1,0,0,4
378,3.00,30대,1,1,0,0,4
379,2.00,20대,0,1,0,0,5
380,4.00,40대,0,0,1,0,4
381,5.00,50대,0,1,0,1,4
382,4.00,40대,1,1,0,0,5
383,4.00,40대,1,1,0,0,5
384,5.00,50대,0,0,1,0,4
385,6.00,60대이상,1,1,1,0,5
386,2.00,20대,0,0,0,0,4
387,3.00,30대,0,1,1,0,5
388,1.00,10대,1,1,0,0,5
389,1.00,10대,1,1,0,0,5
390,6.00,60대이상,1,1,1,0,5
391,1.00,10대,1,1,0,0,5
392,2.00,20대,1,1,0,1,5
393,3.00,30대,1,0,0,0,4
394,4.00,40대,1,1,0,1,5
395,5.00,50대,1,1,1,0,5
396,3.00,30대,0,1,0,0,5
397,3.00,30대,0,1,1,0,5
398,4.00,40대,0,0,0,0,5
399,4.00,40대,0,1,0,0,5
400,5.00,50대,1,1,0,0,5
401,2.00,20대,0,1,0,0,5
402,4.00,40대,0,1,0,0,4
403,4.00,40대,1,1,0,0,5
404,3.00,30대,1,1,1,0,5
405,2.00,20대,1,1,0,0,5
406,2.00,20대,1,1,0,0,5
407,3.00,30대,1,1,0,0,5
408,4.00,40대,0,1,0,0,5
409,4.00,40대,1,1,0,0,5
410,4.00,40대,0,1,0,0,4
411,3.00,30대,1,1,0,0,5
412,3.00,30대,1,1,0,0,5
413,4.00,40대,1,1,1,0,5
414,2.00,20대,1,1,0,0,5
415,2.00,20대,1,1,1,0,5
416,3.00,30대,1,1,0,0,5
417,4.00,40대,0,1,0,0,4
418,2.00,20대,0,1,0,0,5
419,4.00,40대,1,1,0,0,4
420,6.00,60대이상,1,1,0,0,4
421,4.00,40대,0,1,0,0,5
422,5.00,50대,1,1,0,0,5
423,4.00,40대,0,1,1,0,5
424,5.00,50대,0,1,0,0,5
425,3.00,30대,1,1,1,0,5
426,2.00,20대,0,1,0,0,5
427,2.00,20대,1,1,0,0,5
428,6.00,60대이상,1,1,0,0,5
429,4.00,40대,0,1,0,0,5
430,2.00,20대,1,1,0,0,5
431,6.00,60대이상,1,0,0,0,5
432,3.00,30대,1,1,0,0,5
433,2.00,20대,0,1,0,0,5
434,2.00,20대,1,1,0,0,5
435,4.00,40대,0,1,1,0,5
436,3.00,30대,0,1,1,0,4
437,3.00,30대,0,1,0,0,5
438,6.00,60대이상,1,1,0,0,5
439,2.00,20대,1,1,1,0,5
440,2.00,20대,1,1,0,0,5
441,2.00,20대,1,0,0,0,5
442,5.00,50대,1,0,0,0,4
443,2.00,20대,0,1,0,0,5
444,5.00,50대,0,1,0,0,5
445,2.00,20대,1,1,0,0,5
446,4.00,40대,0,1,0,0,5
447,3.00,30대,1,1,0,0,5
448,6.00,60대이상,0,1,0,0,5
449,4.00,40대,1,1,0,0,5
450,5.00,50대,0,0,0,0,5
451,5.00,50대,1,1,0,0,5
452,6.00,60대이상,0,0,1,0,5
453,3.00,30대,0,1,0,0,4
454,3.00,30대,0,1,0,0,5
455,2.00,20대,0,1,0,0,5
456,2.00,20대,0,1,0,0,5
457,3.00,30대,1,1,1,0,5
458,1.00,10대,1,1,0,0,5
459,3.00,30대,0,0,0,0,4
460,3.00,30대,1,1,0,0,5
461,6.00,60대이상,0,0,0,0,5
462,3.00,30대,0,1,1,0,5
463,2.00,20대,0,0,0,0,5
464,3.00,30대,1,1,0,0,3
465,3.00,30대,0,0,0,0,4
466,3.00,30대,0,0,1,0,5
467,3.00,30대,0,0,0,0,5
468,2.00,20대,0,0,0,0,5
469,6.00,60대이상,1,0,0,0,5
470,3.00,30대,0,0,0,0,5
471,4.00,40대,1,1,0,0,5
472,3.00,30대,1,1,1,0,5
473,2.00,20대,1,1,0,1,5
474,3.00,30대,0,0,1,0,4
475,2.00,20대,1,0,0,1,4
476,4.00,40대,0,0,0,0,4
477,2.00,20대,0,0,0,0,4
478,1.00,10대,1,0,0,1,4
479,3.00,30대,1,1,1,0,3
480,2.00,20대,1,0,0,1,5
481,3.00,30대,1,1,0,0,4
482,3.00,30대,1,1,0,0,5
483,3.00,30대,1,1,1,0,5
484,2.00,20대,1,1,0,1,5
485,2.00,20대,0,1,0,0,5
486,5.00,50대,1,1,0,0,5
487,3.00,30대,0,0,1,0,5
488,2.00,20대,1,1,1,0,5
489,2.00,20대,1,1,0,1,5
490,2.00,20대,1,1,0,1,4
491,3.00,30대,0,0,0,0,4
492,2.00,20대,1,1,0,0,5
493,4.00,40대,1,1,1,0,5
494,2.00,20대,0,1,1,0,5
495,5.00,50대,0,1,0,0,5
496,2.00,20대,0,1,0,0,5
497,5.00,50대,1,1,0,0,4
498,5.00,50대,0,1,0,0,5
499,5.00,50대,1,1,1,0,5
500,1.00,10대,0,1,0,0,5
501,3.00,30대,1,1,0,0,5
502,4.00,40대,1,1,0,0,5
503,4.00,40대,0,1,0,0,4
504,6.00,60대이상,1,1,0,0,5
505,1.00,10대,0,1,0,0,4
506,2.00,20대,1,1,0,0,5
507,5.00,50대,1,1,0,0,5
508,4.00,40대,1,1,0,0,5
509,4.00,40대,1,1,0,0,5
510,4.00,40대,0,0,0,0,5
511,2.00,20대,0,0,0,0,5
512,3.00,30대,1,1,0,0,5
513,3.00,30대,0,1,0,0,5
514,1.00,10대,1,0,1,0,5
515,4.00,40대,1,1,0,0,5
516,4.00,40대,1,0,0,0,4
517,2.00,20대,1,0,0,0,5
518,2.00,20대,0,0,0,1,5
519,3.00,30대,1,1,0,1,4
520,3.00,30대,1,1,0,0,4
521,3.00,30대,1,0,0,1,5
522,3.00,30대,0,1,0,0,4
523,4.00,40대,0,0,0,0,5
524,2.00,20대,1,1,1,0,4
525,4.00,40대,1,1,0,0,5
526,4.00,40대,1,1,0,0,5
527,3.00,30대,0,1,1,0,4
528,2.00,20대,1,1,0,0,5
529,6.00,60대이상,0,1,1,0,4
530,3.00,30대,0,1,0,0,5
531,2.00,20대,0,1,0,0,5
532,3.00,30대,1,1,1,0,5
533,2.00,20대,1,1,0,0,5
534,5.00,50대,1,1,1,0,5
535,3.00,30대,1,0,0,0,5
536,2.00,20대,1,1,0,0,5
537,3.00,30대,1,1,0,1,5
538,2.00,20대,1,1,1,0,3
539,2.00,20대,0,1,0,0,5
540,3.00,30대,1,1,1,0,4
541,6.00,60대이상,0,1,0,0,4
542,3.00,30대,0,1,0,0,4
543,5.00,50대,0,1,0,0,3
544,3.00,30대,1,1,1,0,5
545,2.00,20대,0,1,0,0,5
546,4.00,40대,1,0,0,0,4
547,4.00,40대,0,1,0,0,4
548,4.00,40대,0,0,0,0,5
549,4.00,40대,0,1,1,0,5
550,4.00,40대,0,1,0,0,5
551,5.00,50대,0,1,0,0,5
552,5.00,50대,1,1,0,1,4
553,3.00,30대,1,1,0,1,5
554,6.00,60대이상,1,1,0,0,4
555,2.00,20대,0,1,1,0,4
556,3.00,30대,0,1,0,0,5
557,2.00,20대,0,1,1,0,5
558,3.00,30대,0,1,1,0,5
559,4.00,40대,1,1,0,1,4
560,3.00,30대,1,1,0,0,4
561,2.00,20대,1,1,0,1,5
562,4.00,40대,0,1,0,0,5
563,3.00,30대,0,1,1,0,5
564,4.00,40대,0,1,0,0,5
565,2.00,20대,1,1,1,0,5
566,4.00,40대,1,1,0,0,4
567,3.00,30대,1,1,0,0,5
568,3.00,30대,0,1,0,0,5
569,2.00,20대,1,1,1,0,5
570,3.00,30대,0,1,0,0,4
571,3.00,30대,1,1,1,0,5
572,3.00,30대,0,1,0,1,5
573,4.00,40대,0,1,0,0,5
574,5.00,50대,1,1,0,0,4
575,2.00,20대,1,1,0,1,5
576,3.00,30대,1,1,1,0,5
577,2.00,20대,1,1,1,0,5
578,6.00,60대이상,1,1,0,0,5
579,1.00,10대,0,1,0,0,5
580,2.00,20대,1,1,0,0,5
581,1.00,10대,0,0,0,1,4
582,4.00,40대,1,1,0,0,3
583,3.00,30대,1,1,0,0,5
584,2.00,20대,0,1,0,0,4
585,3.00,30대,0,1,0,0,5
586,2.00,20대,1,1,0,0,5
587,3.00,30대,1,1,0,0,5
588,3.00,30대,0,0,1,0,5
589,3.00,30대,1,1,0,1,5
590,1.00,10대,1,1,0,0,5
591,3.00,30대,1,1,1,0,5
592,3.00,30대,0,1,0,1,5
593,2.00,20대,1,1,0,0,5
594,1.00,10대,0,1,0,1,4
595,3.00,30대,0,1,0,0,5
596,2.00,20대,1,1,0,0,5
597,5.00,50대,1,1,0,1,5
598,2.00,20대,0,0,0,1,4
599,5.00,50대,1,1,1,0,5
600,2.00,20대,0,1,0,0,5
601,6.00,60대이상,0,0,0,1,4
602,5.00,50대,1,1,0,0,4
603,2.00,20대,0,1,0,0,4
604,2.00,20대,0,1,0,0,5
605,3.00,30대,0,1,0,0,5
606,2.00,20대,0,1,0,0,5
607,2.00,20대,0,1,0,0,5
608,3.00,30대,1,1,0,0,4
609,3.00,30대,0,1,0,0,4
610,2.00,20대,0,1,1,0,5
611,6.00,60대이상,0,1,1,0,5
612,2.00,20대,0,1,1,0,5
613,3.00,30대,1,1,0,1,4
614,3.00,30대,1,1,0,0,5
615,2.00,20대,1,1,0,1,5
616,4.00,40대,0,1,1,0,4
617,4.00,40대,1,1,0,0,5
618,5.00,50대,0,1,0,0,4
619,3.00,30대,0,1,0,0,5
620,4.00,40대,0,0,1,0,5
621,2.00,20대,0,1,0,0,5
622,2.00,20대,0,1,0,0,5
623,2.00,20대,0,0,0,0,5
624,3.00,30대,0,0,0,0,4
625,5.00,50대,0,0,1,0,5
626,4.00,40대,1,1,0,0,5
627,2.00,20대,0,0,0,0,5
628,3.00,30대,1,1,0,1,5
629,5.00,50대,1,1,0,0,5
630,4.00,40대,0,0,0,0,4
631,2.00,20대,1,1,0,0,4
632,3.00,30대,1,1,0,0,5
633,2.00,20대,1,1,0,0,5
634,2.00,20대,1,1,0,0,5
635,2.00,20대,0,1,0,0,5
636,4.00,40대,0,1,0,0,5
637,2.00,20대,1,1,0,0,4
638,3.00,30대,1,1,0,0,4
639,2.00,20대,0,1,0,0,5
640,5.00,50대,0,0,1,0,4
641,3.00,30대,0,1,0,0,5
642,2.00,20대,0,1,0,0,5
643,3.00,30대,1,0,0,0,5
644,2.00,20대,0,1,0,0,5
645,3.00,30대,1,1,1,0,4
646,2.00,20대,0,1,0,0,5
647,4.00,40대,0,0,0,0,5
648,2.00,20대,0,1,0,0,5
649,2.00,20대,1,1,0,1,5
650,2.00,20대,0,1,0,0,5
651,1.00,10대,1,1,0,0,4
652,3.00,30대,1,1,0,0,5
653,4.00,40대,1,1,0,0,4
654,3.00,30대,0,1,0,0,4
655,2.00,20대,1,1,0,1,4
656,5.00,50대,1,1,0,0,5
657,2.00,20대,1,1,0,0,5
658,4.00,40대,1,1,1,0,5
659,2.00,20대,1,1,0,0,5
660,6.00,60대이상,1,0,0,0,5
661,2.00,20대,0,1,0,0,5
662,1.00,10대,0,1,0,0,4
663,3.00,30대,1,1,0,0,4
664,3.00,30대,1,1,0,1,5
665,5.00,50대,0,1,0,0,4
666,3.00,30대,0,1,0,0,4
667,3.00,30대,0,1,0,0,4
668,4.00,40대,0,0,0,0,5
669,2.00,20대,0,1,0,0,4
670,4.00,40대,0,1,0,0,4
671,3.00,30대,1,1,1,0,5
672,3.00,30대,1,1,0,0,5
673,4.00,40대,0,1,0,0,5
674,2.00,20대,1,1,0,1,4
675,3.00,30대,0,1,0,0,4
676,2.00,20대,1,1,0,1,5
677,2.00,20대,0,1,0,0,5
678,2.00,20대,0,1,1,0,5
679,2.00,20대,0,1,0,1,5
680,3.00,30대,1,1,0,0,5
681,5.00,50대,1,1,0,0,5
682,2.00,20대,1,0,0,1,5
683,4.00,40대,1,1,1,0,5
684,2.00,20대,0,1,0,0,5
685,3.00,30대,1,1,0,1,5
686,1.00,10대,1,1,0,0,4
687,5.00,50대,0,1,0,0,5
688,2.00,20대,1,1,0,0,4
689,2.00,20대,0,0,0,1,4
690,2.00,20대,1,1,0,0,5
691,4.00,40대,0,0,0,0,5
692,6.00,60대이상,0,1,0,0,4
693,3.00,30대,1,1,0,0,4
694,5.00,50대,0,1,0,0,5
695,2.00,20대,1,1,0,1,5
696,4.00,40대,0,1,0,0,4
697,2.00,20대,1,1,1,0,5
698,6.00,60대이상,0,1,0,0,3
699,4.00,40대,1,1,0,0,5
700,5.00,50대,1,1,1,0,4
701,4.00,40대,0,1,0,0,4
702,4.00,40대,1,1,0,0,5
703,4.00,40대,0,0,0,0,5
704,3.00,30대,0,1,0,0,5
705,3.00,30대,1,1,0,0,4
706,5.00,50대,0,1,0,0,4
707,3.00,30대,0,1,1,0,4
708,3.00,30대,1,1,0,0,5
709,3.00,30대,0,1,0,0,5
710,2.00,20대,0,1,0,0,5
711,4.00,40대,0,1,0,1,5
712,5.00,50대,1,0,0,0,4
713,3.00,30대,1,0,0,0,5
714,3.00,30대,0,1,0,1,5
715,2.00,20대,1,1,1,0,4
716,2.00,20대,0,1,0,0,5
717,2.00,20대,1,1,1,0,5
718,3.00,30대,1,1,0,1,4
719,2.00,20대,0,1,0,0,5
720,5.00,50대,1,1,0,0,5
721,4.00,40대,0,1,0,0,5
722,4.00,40대,0,1,0,0,4
723,2.00,20대,1,0,0,0,5
724,2.00,20대,0,1,0,0,5
725,4.00,40대,1,1,0,0,4
726,3.00,30대,1,1,1,0,5
727,5.00,50대,1,1,0,0,5
728,3.00,30대,0,0,0,1,5
729,5.00,50대,0,1,0,0,5
