id,Q1,RQ1,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q11A$01,Q11A$02,Q11A$03,Q11A$04,Q11A$05,Q11A$06,Q11A$07,Q11A$08,Q11A$09,Q11A$10,Q11A$11,Q11A$12,Q11A$13,Q11A$14,Q11A$98,호텔숙박60,모텔숙박60,펜션숙박60,콘도숙박60,유스숙박60,야영숙박60,연수숙박60,한옥숙박60,게스숙박60,민박숙박60,휴양숙박60,친지숙박60,기타숙박60,Q11_1a01t,Q11_1a02t,Q11_1a03t,Q11_1a04t,Q11_1a05t,Q11_1a06t,Q11_1a07t,Q11_1a08t,Q11_1a09t,Q11_1a10t,Q11_1a11t,Q11_1a12t,Q11_1a13t,Q11_1a14t,Q11_1a15t,Q11_1a16t,Q11_1a17t,총액1인TOT,총액1인MIS,C총액1인MIS,DAYall평균,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_PLA,D_Q1,D_TYP
5983.0,6.00,4.00,4.0,,,,1.0,,2.0,,,,,,,,,,12.0,,,,,,12.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,149.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,150,,14.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,11865.00,,98.00,79.10,,,5.0,5.0,5.0,3.00,1.00,2.00,2.00,2.00,4.00,1.00,4.00,
5984.0,1.00,1.00,3.0,,,,2.0,,2.0,3.0,4.0,,6.0,,,,,,,,14.0,,,,4.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,,17.0,1.00,2.00,,,,,,8.00,2.00,175.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,3.00,176.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,179,180,,14.00,1.00,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,1.0,14.0,,,,,,,,,,,,,,,1.0,3000.00,3000.00,3.00,16.67,,,5.0,3.0,5.0,3.00,1.00,9.00,2.00,6.00,3.00,1.00,1.00,
5989.0,1.00,1.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,,,,,,,,,,,,,,13.0,,,,,,,,,,6.00,,,,,,,,,,,,,,,29.00,,,,,,,,,,,,,,,,,29.00,,,,,,,,,,,,,,,,,30.00,,,,,,,,,,,,,,,,,30.00,,,,,29,30,30.00,11.00,,,,,,,7.00,,,,,,,,,,,,,,,29.00,,,,,,,,,,,,,,,,,,,7.0,,,,,2373.00,2373.00,3.00,79.10,79.10,2.00,4.0,4.0,4.0,3.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,
5993.0,1.00,1.00,3.0,,,,1.0,1.0,,,,,,,,,,,,,14.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,239.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,240,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,33.90,33.90,1.00,0.14,,,5.0,5.0,5.0,3.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,
5994.0,5.00,4.00,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,14.0,2.0,,1.0,,,,5.0,,,,,,,,,,,,,1.00,,,,5.00,,,,9.00,,,,29.00,,,,,,,,,,,,,9.00,,,,29.00,,,,,,,,,,,,,10.00,,,,30.00,,,,,,,,,,,,,10.00,,,,30.00,,,,,,,,,,,,,38,39,39.00,12.00,1.00,,,,,,,,,,,,,,,38.00,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,3684.50,3684.50,4.00,94.47,94.47,2.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,3.00,3.00,1.00,4.00,
5999.0,1.00,1.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,6.00,,,,,,,,,,,,239.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.00,,,,,,,,,,,,,,,,,,,,,,,,,239,240,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,4746.00,4746.00,4.00,19.78,,,5.0,5.0,5.0,3.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,
6000.0,1.00,1.00,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,2.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,99,100,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3164.00,3164.00,4.00,31.64,,,4.0,4.0,4.0,3.00,1.00,2.00,1.00,3.00,3.00,1.00,1.00,
6001.0,3.00,3.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,2.0,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,0.00,5.00,,,,,,,,,,,,,,,,0.00,5.00,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2210.70,2210.70,3.00,368.45,368.45,4.00,4.0,4.0,4.0,3.00,1.00,4.00,1.00,2.00,3.00,1.00,3.00,
6003.0,1.00,1.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,6.00,,,,,,,,,,,,239.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.00,,,,,,,,,,,,,,,,,,,,,,,,,239,240,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,4746.00,4746.00,4.00,19.78,,,4.0,4.0,4.0,3.00,1.00,2.00,1.00,1.00,3.00,1.00,1.00,
6005.0,5.00,4.00,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,13.0,,,,,1.0,2.0,13.0,1.0,2.0,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,7.00,0.00,,,,,,,,,,,,,,,,7.00,0.00,,,,,,,,,,,,,,,,8.00,2.00,,,,,,,,,,,,,,,,8.00,2.00,,,,,,,,,,,,,,,,7,8,8.00,3.00,1.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2579.15,2579.15,3.00,322.39,322.39,4.00,4.0,5.0,5.0,3.00,1.00,4.00,2.00,3.00,1.00,1.00,4.00,1.00
6006.0,1.00,1.00,4.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,13.0,,15.0,,,4.0,3.0,2.0,1.0,,3.0,,5.0,6.0,,8.0,,,,,,,,,17.0,1.00,,3.00,,5.00,,,8.00,1.00,,1.00,,0.00,0.00,,209.00,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,6.00,,2.00,,4.00,8.00,,210.00,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,213,214,,14.00,1.00,,,4.00,,,7.00,,,,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,7.0,,,,,,,,,1.0,9492.00,9492.00,5.00,44.36,,,4.0,4.0,4.0,3.00,1.00,2.00,1.00,1.00,4.00,1.00,1.00,1.00
6008.0,1.00,1.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,16.0,,,,,,,,7.00,,,,,,,,,,,,,,,,,99.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,99,100,,14.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,3164.00,3164.00,4.00,31.64,,,4.0,3.0,4.0,3.00,1.00,2.00,1.00,2.00,3.00,1.00,1.00,
6009.0,50.00,4.00,2.0,13.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,69.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,70,,13.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,4746.00,4746.00,4.00,67.80,,,4.0,4.0,4.0,3.00,1.00,2.00,1.00,3.00,2.00,1.00,4.00,1.00
6012.0,1.00,1.00,1.0,3.0,5.0,4.0,1.0,,2.0,3.0,4.0,,,7.0,,,,11.0,,13.0,,,,,4.0,7.0,11.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2210.70,2210.70,3.00,368.45,368.45,4.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00
6014.0,3.00,3.00,4.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,3.00,,,,,,,,89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,,13.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,4746.00,4746.00,4.00,52.73,,,4.0,4.0,4.0,3.00,1.00,2.00,1.00,2.00,4.00,1.00,3.00,
6018.0,2.00,2.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,15.0,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,3.00,,,,,,,,89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,,13.00,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,4746.00,4746.00,4.00,52.73,,,4.0,3.0,3.0,3.00,1.00,2.00,2.00,2.00,3.00,1.00,2.00,
6019.0,10.00,4.00,1.0,1.0,5.0,4.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,5.00,,,,,,,,,,,,3.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,6.00,,,,,,,,,,,,4.00,,,,,6.00,,,,,,,,,,,,4.00,,,,,8,9,9.00,3.00,1.00,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,3684.50,3684.50,4.00,409.39,409.39,4.00,4.0,4.0,4.0,3.00,1.00,4.00,1.00,5.00,1.00,1.00,4.00,1.00
6020.0,2.00,2.00,1.0,1.0,4.0,10.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,3.0,5.0,1.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,4.00,,,,,,,,,,,,2.00,,,,,4.00,,,,,,,,,,,,2.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,3684.50,3684.50,4.00,526.36,526.36,5.00,4.0,4.0,4.0,3.00,1.00,4.00,2.00,6.00,1.00,1.00,2.00,
6023.0,2.00,2.00,2.0,13.0,,,1.0,1.0,,,,,,,,,,,,,,,,17.0,1.0,17.0,,,2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,9,10,10.00,3.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,9.00,,14.0,,,,,,,,,,,,,,,,3000.00,3000.00,3.00,300.00,300.00,3.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,4.00,2.00,1.00,2.00,
6025.0,1.00,1.00,3.0,,,,1.0,,,,,,6.0,,,,,,,,14.0,,,,14.0,6.0,,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,5.00,,,,,,,,,,,,3.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,6.00,,,,,,,,,,,,4.00,,,,,6.00,,,,,,,,,,,,4.00,,,,,8,9,9.00,3.00,1.00,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,3329.70,3329.70,4.00,369.97,369.97,4.00,5.0,5.0,5.0,3.00,1.00,97.00,1.00,4.00,3.00,1.00,1.00,
6026.0,30.00,4.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,9,10,10.00,3.00,1.00,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3000.00,3000.00,3.00,300.00,300.00,3.00,4.0,5.0,5.0,3.00,1.00,9.00,1.00,5.00,3.00,1.00,4.00,
6032.0,9.00,4.00,2.0,3.0,4.0,10.0,1.0,,2.0,3.0,,,,,,,,,,,,,,,3.0,2.0,,1.0,,3.0,,,,,,,,,,,,,,,1.00,,3.00,,,,,,0.00,,23.00,,,,,,,,,,,,,,,0.00,,23.00,,,,,,,,,,,,,,,1.00,,24.00,,,,,,,,,,,,,,,1.00,,24.00,,,,,,,,,,,,,,,23,24,24.00,11.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,23.00,,,,12.0,,,,,,,,,,,,,,,1842.25,1842.25,2.00,76.76,76.76,2.00,4.0,5.0,5.0,3.00,1.00,4.00,2.00,4.00,2.00,1.00,4.00,1.00
6035.0,1.00,1.00,1.0,2.0,4.0,1.0,1.0,1.0,2.0,,4.0,,,,,,,,,,,,,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,9,10,10.00,3.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,9.00,14.0,,,,,,,,,,,,,,,,,1842.25,1842.25,2.00,184.23,184.23,3.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,2.00,1.00,1.00,1.00,
6038.0,2.00,2.00,1.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,4.0,,,,,,,11.0,,,,,,,1.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,9,10,10.00,3.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,9.00,14.0,,,,,,,,,,,,,,,,,1842.25,1842.25,2.00,184.23,184.23,3.00,5.0,5.0,5.0,3.00,1.00,4.00,2.00,2.00,1.00,1.00,2.00,
6039.0,1.00,1.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4,5,5.00,2.00,1.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2947.60,2947.60,3.00,589.52,589.52,5.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,3.00,3.00,1.00,1.00,
6040.0,2.00,2.00,1.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,4.00,,,,,,,,,,,,2.00,,,,,4.00,,,,,,,,,,,,2.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1326.42,1326.42,2.00,189.49,189.49,3.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,3.00,1.00,1.00,2.00,1.00
6041.0,1.00,1.00,1.0,5.0,2.0,1.0,1.0,,2.0,3.0,,,,,,,,11.0,,,,,,,2.0,3.0,11.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,3.00,,,,,,,,,,,,2.00,,,,,3.00,,,,,,,,,,,,2.00,,,,,4.00,,,,,,,,,,,,3.00,,,,,4.00,,,,,,,,,,,,3.00,,,,,5,6,6.00,2.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,5.00,14.0,,,,,,,,,,,,14.0,,,,,1842.25,1842.25,2.00,307.04,307.04,4.00,4.0,5.0,5.0,3.00,1.00,4.00,2.00,2.00,1.00,1.00,1.00,
6044.0,2.00,2.00,1.0,1.0,3.0,7.0,1.0,1.0,2.0,,,,,,,,,11.0,,,,,,,1.0,2.0,11.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1473.80,1473.80,2.00,245.63,245.63,3.00,5.0,5.0,5.0,3.00,1.00,4.00,2.00,3.00,1.00,1.00,2.00,
6046.0,5.00,4.00,1.0,1.0,7.0,2.0,1.0,1.0,2.0,,,,6.0,,,,,11.0,,,,,,,11.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1473.80,1473.80,2.00,245.63,245.63,3.00,5.0,5.0,5.0,3.00,1.00,4.00,1.00,4.00,1.00,1.00,4.00,
6055.0,2.00,2.00,3.0,,,,2.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,23.00,,,,,,,,,,,,,,,,,23.00,,,,,,,,,,,,,,,,,24.00,,,,,,,,,,,,,,,,,24.00,,,,,,,,,,,,,,,,,23,24,24.00,11.00,1.00,,,,,,,,,,,,,,,23.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3500.00,3500.00,4.00,145.83,145.83,3.00,5.0,5.0,5.0,3.00,1.00,97.00,1.00,4.00,3.00,1.00,2.00,
6056.0,2.00,2.00,1.0,3.0,2.0,7.0,1.0,,2.0,,,,6.0,,,,,11.0,,,,,,,11.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,8.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,8,9,9.00,3.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,8.00,14.0,,,,,,,,,,,,,,,,,2210.70,2210.70,3.00,245.63,245.63,3.00,5.0,5.0,5.0,3.00,1.00,4.00,2.00,1.00,1.00,1.00,2.00,
6058.0,5.00,4.00,1.0,6.0,2.0,1.0,1.0,,2.0,,,,,,,,,11.0,,,,,,,2.0,11.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,8.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,8,9,9.00,3.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,8.00,14.0,,,,,,,,,,,,,,,,,2210.70,2210.70,3.00,245.63,245.63,3.00,5.0,5.0,5.0,3.00,1.00,4.00,2.00,1.00,1.00,1.00,4.00,
6059.0,2.00,2.00,3.0,,,,1.0,,,3.0,,,,,,,,,,,14.0,,,,3.0,14.0,,,,,,,,,,,,,,13.0,,,,,,,,,,6.00,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,21.00,,,,,,,,,,,,,,,,,21.00,,,,,20,21,21.00,11.00,1.00,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,6000.00,6000.00,5.00,285.71,285.71,3.00,4.0,4.0,4.0,3.00,1.00,9.00,1.00,3.00,3.00,2.00,2.00,
6062.0,1.00,1.00,1.0,2.0,1.0,7.0,1.0,1.0,2.0,3.0,4.0,,6.0,,8.0,,,11.0,,,,,,,2.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1473.80,1473.80,2.00,210.54,210.54,3.00,5.0,4.0,4.0,3.00,1.00,4.00,2.00,2.00,1.00,1.00,1.00,
6066.0,4.00,4.00,2.0,13.0,,,1.0,1.0,2.0,,,,,,,,,11.0,12.0,,,,,,12.0,11.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,0.00,30.00,,,,,,,,,,,,,,,,0.00,30.00,,,,,,,,,,,,,,,,3.00,31.00,,,,,,,,,,,,,,,,3.00,31.00,,,,,,,,,,,,,,,,30,31,31.00,12.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,30.00,,,12.0,,,,,,,,,,,,,,,,3500.00,3500.00,4.00,112.90,112.90,3.00,4.0,4.0,4.0,3.00,1.00,9.00,2.00,4.00,2.00,2.00,4.00,1.00
6079.0,15.00,4.00,3.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,14.0,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,17.0,,,,,,,,8.00,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.00,,,,,,,,,,,,,,,,,,90,91,,14.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,5000.00,5000.00,4.00,54.95,,,5.0,5.0,5.0,3.00,1.00,9.00,1.00,4.00,3.00,2.00,4.00,
6083.0,3.00,3.00,1.0,2.0,1.0,5.0,1.0,,2.0,3.0,,,,,8.0,,,,,,,,,,3.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,13.00,,,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,,,13,14,14.00,11.00,,,3.00,,,,,,,,,,,,,,,13.00,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1842.25,1842.25,2.00,131.59,131.59,3.00,5.0,5.0,5.0,3.00,1.00,4.00,2.00,1.00,1.00,2.00,3.00,1.00
6109.0,3.00,3.00,3.0,,,,2.0,,2.0,,,,,,,,,,,,14.0,,,,2.0,14.0,,,,,,,,7.0,,,,,,,,,,,,,,,5.00,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,11.00,,,,,,,,,,,,,,,,,11.00,,,,,,,,,,,10,11,11.00,11.00,1.00,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4400.00,4400.00,4.00,400.00,400.00,4.00,4.0,4.0,4.0,3.00,1.00,16.00,1.00,4.00,3.00,1.00,3.00,
6112.0,2.00,2.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,6.00,,,,,,,,,,,,20.00,,,,,6.00,,,,,,,,,,,,20.00,,,,,7.00,,,,,,,,,,,,21.00,,,,,7.00,,,,,,,,,,,,21.00,,,,,26,27,27.00,11.00,1.00,,,,,,,,,,,,,,,26.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,5549.50,5549.50,5.00,205.54,205.54,3.00,4.0,4.0,4.0,3.00,1.00,97.00,1.00,4.00,3.00,2.00,2.00,
6113.0,1.00,1.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,6.00,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,21.00,,,,,,,,,,,,,,,,,21.00,,,,,,,20,21,21.00,11.00,1.00,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,5500.00,5500.00,5.00,261.90,261.90,3.00,4.0,4.0,4.0,3.00,1.00,97.00,1.00,3.00,3.00,1.00,1.00,
