id,Q1,RQ1,Q3,Q3B1,Q3B2,Q3B3,Q4,Q4A01,Q4A02,Q4A03,Q4A04,Q4A05,Q4A06,Q4A07,Q4A08,Q4A09,Q4A10,Q4A11,Q4A12,Q4A13,Q4A14,Q4A15,Q4A16,Q4A17,Q4B1,Q4B2,Q4B3,Q5A01,Q5A02,Q5A03,Q5A04,Q5A05,Q5A06,Q5A07,Q5A08,Q5A09,Q5A10,Q5A11,Q5A12,Q5A13,Q5A14,Q5A15,Q5A16,Q5A17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q2a1,Q2a2,MQ2A2_61,RQ2A2,Q11A$01,Q11A$02,Q11A$03,Q11A$04,Q11A$05,Q11A$06,Q11A$07,Q11A$08,Q11A$09,Q11A$10,Q11A$11,Q11A$12,Q11A$13,Q11A$14,Q11A$98,호텔숙박60,모텔숙박60,펜션숙박60,콘도숙박60,유스숙박60,야영숙박60,연수숙박60,한옥숙박60,게스숙박60,민박숙박60,휴양숙박60,친지숙박60,기타숙박60,Q11_1a01t,Q11_1a02t,Q11_1a03t,Q11_1a04t,Q11_1a05t,Q11_1a06t,Q11_1a07t,Q11_1a08t,Q11_1a09t,Q11_1a10t,Q11_1a11t,Q11_1a12t,Q11_1a13t,Q11_1a14t,Q11_1a15t,Q11_1a16t,Q11_1a17t,총액1인TOT,총액1인MIS,C총액1인MIS,DAYall평균,DAY평균,RDAY평균,Q7,Q8,Q9,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_PLA,D_Q1,D_TYP
36228.0,2.00,2.00,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,3.0,1.0,4.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,2.00,,,,,,,,,,,,3.00,,,,,2.00,,,,,,,,,,,,3.00,,,,,3.00,,,,,,,,,,,,4.00,,,,,3.00,,,,,,,,,,,,4.00,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,933.00,933.00,1.00,155.50,155.50,3.00,5.0,5.0,5.0,11.00,4.00,5.00,2.00,3.00,1.00,1.00,2.00,1.00
36230.0,4.00,4.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,13.00,,,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,,,13,14,14.00,11.00,1.00,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3198.00,3198.00,4.00,228.43,228.43,3.00,5.0,5.0,5.0,11.00,4.00,8.00,1.00,3.00,3.00,1.00,4.00,
36231.0,3.00,3.00,3.0,,,,1.0,,2.0,,,,,,,,,,,,14.0,,,,2.0,14.0,,1.0,,,,,,,,,,11.0,12.0,,,,,,1.00,,,,,6.00,,,5.00,,,,,,,,,,1.00,1.00,,,,,,5.00,,,,,,,,,,1.00,1.00,,,,,,6.00,,,,,,,,,,2.00,2.00,,,,,,6.00,,,,,,,,,,2.00,2.00,,,,,,7,8,8.00,3.00,1.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,2365.00,2365.00,3.00,295.63,295.63,3.00,5.0,5.0,5.0,11.00,4.00,12.00,1.00,6.00,3.00,2.00,3.00,
36232.0,1.00,1.00,1.0,2.0,4.0,5.0,1.0,,2.0,3.0,4.0,5.0,,,,,,,12.0,,,,,,3.0,5.0,2.0,1.0,2.0,,4.0,,,,,,,,,,,,,,1.00,2.00,,4.00,,,,,5.00,0.00,,0.00,,,,,,,,,,,,,,5.00,0.00,,0.00,,,,,,,,,,,,,,6.00,1.00,,1.00,,,,,,,,,,,,,,6.00,1.00,,1.00,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,844.40,844.40,1.00,140.73,140.73,3.00,5.0,5.0,5.0,11.00,4.00,7.00,2.00,5.00,1.00,1.00,1.00,1.00
36233.0,10.00,4.00,3.0,,,,2.0,1.0,,3.0,,,,,,,,,,,14.0,,,,3.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,12.00,,,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,13.00,,,,,,,,,,,,,,,,,12,13,13.00,11.00,1.00,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2177.00,2177.00,3.00,167.46,167.46,3.00,5.0,4.0,4.0,11.00,4.00,5.00,2.00,4.00,3.00,1.00,4.00,
36234.0,2.00,2.00,2.0,1.0,2.0,13.0,1.0,1.0,2.0,,,,,,,,,,,,,,,17.0,1.0,2.0,17.0,,2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,3,4,4.00,2.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,3.00,,,12.0,,,,,,,,,,,,,,,,540.08,540.08,1.00,135.02,135.02,3.00,5.0,5.0,5.0,11.00,4.00,1.00,2.00,5.00,2.00,1.00,2.00,1.00
36235.0,5.00,4.00,1.0,1.0,5.0,2.0,1.0,1.0,2.0,,,,6.0,,,,,,,,,,,,2.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1244.00,1244.00,2.00,207.33,207.33,3.00,5.0,5.0,5.0,11.00,4.00,5.00,1.00,2.00,1.00,1.00,4.00,1.00
36237.0,10.00,4.00,1.0,2.0,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3,4,4.00,2.00,1.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,877.63,877.63,1.00,219.41,219.41,3.00,5.0,5.0,5.0,11.00,4.00,1.00,2.00,2.00,1.00,1.00,4.00,2.00
36238.0,1.00,1.00,1.0,3.0,7.0,4.0,1.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,,,,11.0,12.0,,,,,,12.0,6.0,4.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,56.00,,,,,,,,,,,,,,,,,56.00,,,,,,,,,,,,,,,,,57.00,,,,,,,,,,,,,,,,,57.00,,,,,,,,,,,,,,,,,56,57,57.00,12.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,56.00,14.0,,,,,,,,,,,,,,,,,7919.20,7919.20,5.00,138.93,138.93,3.00,4.0,5.0,5.0,11.00,4.00,12.00,2.00,2.00,1.00,2.00,1.00,
36241.0,5.00,4.00,4.0,,,,1.0,1.0,2.0,,4.0,5.0,,,,9.0,,,12.0,,,15.0,,,1.0,2.0,12.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,89.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,90,,13.00,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,6751.00,6751.00,5.00,75.01,,,5.0,5.0,5.0,11.00,4.00,1.00,2.00,2.00,4.00,1.00,4.00,1.00
36242.0,2.00,2.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,3,4,4.00,2.00,1.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,777.50,777.50,1.00,194.38,194.38,3.00,5.0,5.0,5.0,11.00,4.00,5.00,1.00,4.00,3.00,1.00,2.00,
36244.0,1.00,1.00,1.0,5.0,4.0,9.0,1.0,,,3.0,4.0,5.0,6.0,,,9.0,10.0,,,13.0,,15.0,,,6.0,9.0,5.0,1.0,,,4.0,,,,,,,,,,14.0,,,,1.00,,,4.00,,,7.00,,145.00,,,1.00,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,,146.00,,,2.00,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,,148,149,,14.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,9899.00,9899.00,5.00,66.44,,,5.0,5.0,5.0,11.00,4.00,97.00,2.00,5.00,1.00,1.00,1.00,
36245.0,2.00,2.00,1.0,3.0,5.0,2.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,12.0,,,,,,1.0,2.0,12.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4,5,5.00,2.00,1.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1244.00,1244.00,2.00,248.80,248.80,3.00,5.0,5.0,5.0,11.00,4.00,5.00,2.00,4.00,1.00,1.00,2.00,1.00
36246.0,2.00,2.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,16.0,,1.00,,,,,,7.00,,5.00,,,,,,,,,,,,,,,2.00,,5.00,,,,,,,,,,,,,,,2.00,,6.00,,,,,,,,,,,,,,,3.00,,6.00,,,,,,,,,,,,,,,3.00,,7,8,8.00,3.00,1.00,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,2573.74,2573.74,3.00,321.72,321.72,4.00,5.0,5.0,4.0,11.00,4.00,97.00,2.00,4.00,3.00,2.00,2.00,
36249.0,3.00,3.00,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4,5,5.00,2.00,1.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1555.00,1555.00,2.00,311.00,311.00,4.00,5.0,5.0,5.0,11.00,4.00,5.00,1.00,2.00,1.00,2.00,3.00,1.00
36250.0,2.00,2.00,1.0,13.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,,,,,,,,12.0,,,,,,1.0,3.0,2.0,1.0,,,4.0,,,,,,,,,,,15.0,,,1.00,,,4.00,,,7.00,,9.00,,,1.00,,,,,,,,,,,1.00,,,9.00,,,1.00,,,,,,,,,,,1.00,,,10.00,,,2.00,,,,,,,,,,,2.00,,,10.00,,,2.00,,,,,,,,,,,2.00,,,11,12,12.00,11.00,1.00,,,,,,,,,,,,,,,11.00,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,1555.00,1555.00,2.00,129.58,129.58,3.00,4.0,4.0,4.0,11.00,4.00,5.00,2.00,2.00,1.00,1.00,2.00,1.00
36251.0,1.00,1.00,3.0,,,,2.0,,2.0,,4.0,,,,,,,,,,14.0,15.0,,,14.0,15.0,4.0,1.0,,3.0,,,,,,,,11.0,,,,,,,1.00,,3.00,,,6.00,,,0.00,,2.00,,,,,,,,4.00,,,,,,,0.00,,2.00,,,,,,,,4.00,,,,,,,1.00,,3.00,,,,,,,,5.00,,,,,,,1.00,,3.00,,,,,,,,5.00,,,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,2474.75,2474.75,3.00,353.54,353.54,4.00,5.0,4.0,5.0,11.00,4.00,12.00,1.00,2.00,3.00,1.00,1.00,
36252.0,1.00,1.00,2.0,2.0,4.0,3.0,1.0,,2.0,3.0,4.0,,6.0,,,,,,,,,,,,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,8.00,,,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,8,9,9.00,3.00,1.00,,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2000.00,2000.00,2.00,222.22,222.22,3.00,5.0,5.0,5.0,11.00,4.00,16.00,2.00,5.00,2.00,1.00,1.00,
36253.0,50.00,4.00,1.0,2.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,2.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2,3,3.00,1.00,1.00,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1012.65,1012.65,2.00,337.55,337.55,4.00,5.0,5.0,5.0,11.00,4.00,1.00,2.00,6.00,1.00,1.00,4.00,1.00
36254.0,1.00,1.00,1.0,1.0,4.0,2.0,1.0,,2.0,3.0,4.0,5.0,6.0,7.0,,9.0,,11.0,12.0,,,,,,3.0,4.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,11.00,0.00,,,,,,,,,,,,,,,,11.00,0.00,,,,,,,,,,,,,,,,12.00,1.00,,,,,,,,,,,,,,,,12.00,1.00,,,,,,,,,,,,,,,,11,12,12.00,11.00,1.00,,,,,,,,,,,,,,,11.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2474.75,2474.75,3.00,206.23,206.23,3.00,5.0,5.0,5.0,11.00,4.00,97.00,2.00,2.00,1.00,1.00,1.00,
36256.0,1.00,1.00,3.0,,,,1.0,,2.0,,4.0,,,,,,,,,,14.0,,,,14.0,4.0,2.0,1.0,,,,5.0,,,,,,,,,,,,,1.00,,,,5.00,,,,4.00,,,,0.00,,,,,,,,,,,,,4.00,,,,0.00,,,,,,,,,,,,,5.00,,,,1.00,,,,,,,,,,,,,5.00,,,,1.00,,,,,,,,,,,,,4,5,5.00,2.00,1.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2474.75,2474.75,3.00,494.95,494.95,4.00,5.0,5.0,5.0,11.00,4.00,97.00,1.00,3.00,3.00,2.00,1.00,
36260.0,1.00,1.00,1.0,13.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,17.0,17.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4,5,5.00,2.00,1.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,945.14,945.14,1.00,189.03,189.03,3.00,5.0,5.0,5.0,11.00,4.00,1.00,2.00,4.00,1.00,1.00,1.00,1.00
36262.0,2.00,2.00,3.0,,,,1.0,,2.0,3.0,4.0,,,,,,,,12.0,,14.0,,,,2.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,9.00,,,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,10.00,,,,,,,,,,,,,,,,,9,10,10.00,3.00,1.00,,,,,,,,,,,,,,,9.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2000.00,2000.00,2.00,200.00,200.00,3.00,5.0,5.0,5.0,11.00,4.00,17.00,2.00,3.00,3.00,2.00,2.00,
36263.0,1.00,1.00,1.0,1.0,7.0,10.0,1.0,,2.0,3.0,4.0,5.0,6.0,,,,,,,,,,,,6.0,3.0,4.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,11.00,,,,,,,,,,,,1.00,,,,,11.00,,,,,,,,,,,,1.00,,,,,12.00,,,,,,,,,,,,2.00,,,,,12.00,,,,,,,,,,,,2.00,,,,,12,13,13.00,11.00,1.00,,,,,,,,,,,,,,,12.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,3000.00,3000.00,3.00,230.77,230.77,3.00,5.0,4.0,5.0,11.00,4.00,97.00,2.00,3.00,1.00,1.00,1.00,
36265.0,6.00,4.00,2.0,1.0,5.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,3.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.00,2.00,3.00,,,,,,2.00,150.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,151.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,154,,14.00,1.00,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,1.0,12.0,1.0,,,,,,,,,,,,,,,4149.78,4149.78,4.00,26.95,,,4.0,3.0,3.0,11.00,4.00,2.00,1.00,2.00,2.00,2.00,4.00,1.00
36266.0,8.00,4.00,1.0,2.0,1.0,5.0,1.0,,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3110.00,3110.00,4.00,518.33,518.33,5.00,5.0,5.0,5.0,11.00,4.00,5.00,1.00,3.00,1.00,2.00,4.00,1.00
36270.0,1.00,1.00,6.0,,,,1.0,,2.0,,4.0,,,,,,,,12.0,,,,,,12.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,14.00,,,,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,14,15,15.00,11.00,1.00,,,,,,,,,,,,,,,14.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,7472.40,7472.40,5.00,498.16,498.16,4.00,5.0,5.0,5.0,11.00,4.00,11.00,2.00,2.00,6.00,1.00,1.00,
36278.0,1.00,1.00,2.0,13.0,4.0,3.0,1.0,,2.0,3.0,4.0,,6.0,,,,,,,,,,,,4.0,6.0,3.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5,6,6.00,2.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,5.00,,12.0,,,,,,,,,,,,,,,,,1502.55,1502.55,2.00,250.43,250.43,3.00,5.0,5.0,5.0,11.00,4.00,97.00,2.00,5.00,2.00,1.00,1.00,
36279.0,4.00,4.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,2.0,1.0,14.0,1.0,,,,,,,,,,11.0,,,,,,,1.00,,,,,6.00,,,1.00,,,,,,,,,,4.00,,,,,,,1.00,,,,,,,,,,4.00,,,,,,,2.00,,,,,,,,,,5.00,,,,,,,2.00,,,,,,,,,,5.00,,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2474.75,2474.75,3.00,412.46,412.46,4.00,5.0,5.0,5.0,11.00,4.00,97.00,2.00,4.00,3.00,1.00,4.00,
36280.0,4.00,4.00,3.0,,,,2.0,1.0,2.0,,4.0,,6.0,,,,,,,,14.0,,,,6.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,6.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1484.85,1484.85,2.00,212.12,212.12,3.00,4.0,5.0,5.0,11.00,4.00,12.00,1.00,5.00,3.00,1.00,4.00,
36283.0,2.00,2.00,3.0,,,,1.0,1.0,2.0,3.0,4.0,,,,,,,,,,14.0,,,,1.0,3.0,4.0,1.0,,,,,,,,,,,12.0,,,,,,1.00,,,,,6.00,,,1.00,,,,,,,,,,,5.00,,,,,,1.00,,,,,,,,,,,5.00,,,,,,2.00,,,,,,,,,,,6.00,,,,,,2.00,,,,,,,,,,,6.00,,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,3959.60,3959.60,4.00,565.66,565.66,5.00,5.0,5.0,5.0,11.00,4.00,12.00,1.00,4.00,3.00,1.00,2.00,
36284.0,2.00,2.00,3.0,,,,2.0,,2.0,,4.0,,,,,,,,,,14.0,,,,14.0,4.0,2.0,,,3.0,,,,7.0,,,,,12.0,,,,,,,,3.00,,5.00,6.00,,,,,1.00,,,,0.00,,,,,2.00,,,,,,,,1.00,,,,0.00,,,,,2.00,,,,,,,,2.00,,,,1.00,,,,,3.00,,,,,,,,2.00,,,,1.00,,,,,3.00,,,,,,3,4,4.00,2.00,1.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,5939.40,5939.40,5.00,1484.85,1484.85,5.00,5.0,5.0,5.0,11.00,4.00,12.00,1.00,5.00,3.00,1.00,2.00,
36285.0,1.00,1.00,3.0,,,,1.0,1.0,2.0,,,,,,,,,,,,14.0,,,,14.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,90.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,91,,14.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,13700.00,,98.00,150.55,,,4.0,4.0,4.0,11.00,4.00,2.00,2.00,3.00,3.00,2.00,1.00,
36286.0,4.00,4.00,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,,,,,,11.0,,,,,,,1.0,3.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,0.00,70.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,71,,13.00,,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,2074.89,2074.89,3.00,29.22,,,4.0,5.0,5.0,11.00,4.00,12.00,1.00,2.00,2.00,1.00,4.00,
36287.0,1.00,1.00,3.0,,,,1.0,1.0,2.0,3.0,,,,,,,,,,,14.0,,,,3.0,2.0,1.0,,,,,,,7.0,,,,,,13.0,,,,,,,,,5.00,6.00,,,,,,,,,2.00,,,,,,1.00,,,,,,,,,,,2.00,,,,,,1.00,,,,,,,,,,,3.00,,,,,,2.00,,,,,,,,,,,3.00,,,,,,2.00,,,,,3,4,4.00,2.00,1.00,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1370.00,1370.00,2.00,342.50,342.50,4.00,5.0,5.0,5.0,11.00,4.00,2.00,1.00,3.00,3.00,1.00,1.00,
36288.0,2.00,2.00,1.0,1.0,2.0,6.0,1.0,1.0,2.0,,,5.0,,,,,,,,,,,,,1.0,2.0,5.0,1.0,,,,,,,,,,,,13.0,,,,,1.00,,,,,6.00,,,3.00,,,,,,,,,,,,3.00,,,,,3.00,,,,,,,,,,,,3.00,,,,,4.00,,,,,,,,,,,,4.00,,,,,4.00,,,,,,,,,,,,4.00,,,,,6,7,7.00,2.00,1.00,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1333.33,1333.33,2.00,190.48,190.48,3.00,5.0,5.0,5.0,11.00,4.00,9.00,2.00,1.00,1.00,2.00,2.00,
36289.0,1.00,1.00,3.0,,,,2.0,,,,,,6.0,,,,,,,,14.0,,,,14.0,6.0,,1.0,,,,,,,,,,,12.0,,,,,,1.00,,,,,6.00,,,3.00,,,,,,,,,,,2.00,,,,,,3.00,,,,,,,,,,,2.00,,,,,,4.00,,,,,,,,,,,3.00,,,,,,4.00,,,,,,,,,,,3.00,,,,,,5,6,6.00,2.00,1.00,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,3325.00,3325.00,4.00,554.17,554.17,5.00,4.0,5.0,4.0,11.00,4.00,97.00,1.00,6.00,3.00,1.00,1.00,
36290.0,20.00,4.00,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,3.0,1.0,2.0,1.0,,,,,,7.0,8.0,,,,,,,15.0,,,1.00,,,,5.00,,7.00,,10.00,,,,,,2.00,60.00,,,,,,,2.00,,,,,,,,,,,,,,,,,,,,11.00,,,,,,3.00,61.00,,,,,,,3.00,,,,,,,,,,,,,,,,,,,,74,75,,13.00,1.00,,,,,,,,,,,12.00,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,12.0,,,,,,,1.0,,,3110.00,3110.00,4.00,41.47,,,4.0,4.0,5.0,11.00,4.00,5.00,2.00,2.00,1.00,2.00,4.00,1.00
36291.0,4.00,4.00,3.0,,,,1.0,,,,,,,,,,,,,,14.0,,,,14.0,,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,4.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4,5,5.00,2.00,1.00,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1979.80,1979.80,2.00,395.96,395.96,4.00,5.0,5.0,5.0,11.00,4.00,13.00,1.00,3.00,3.00,1.00,4.00,
